variant_id,base_pair_key,record_key,language,language_label,qa_track,corruption_type,severity,declared_size,source_lid,variant_lid,source_triples,clean_target_triples,variant_target_triples,source_text,clean_target_text,variant_target_text,xml_duplicate_target_lex,xml_path,split,triple_bucket,category,eid,is_benign,consistency_group_id,perturbation_pair_id,removed_token_fraction,alternative_reference_lid,alternative_source_text,predicted_language,language_confidence,target_language_probability,valid_target_language,wrong_language_detected,full_english_copy_detected,code_switch_eligible_window_count,code_switch_english_window_count,code_switch_english_window_fraction,code_switch_detected,hard_language_flag,comparison_source_lid,comparison_source_text,english_token_count,target_token_count,expansion_ratio,aligned_reference_eligible,aligned_reference_similarity,comparison_reference_similarity,aligned_reference_advantage,manual_target_language_acceptable,manual_actual_code_switch,manual_grammar_naturalness_1_5,manual_legitimate_variation,manual_aligned_reference_interpretation,manual_notes
original__ca__dc27f456ba6f,train/3triples/Politician.xml::Id226::Id3,train/3triples/Politician.xml::Id226,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Austria | leader | Doris_Bures', 'Alfons_Gorbach | deathPlace | Styria', 'Alfons_Gorbach | birthPlace | Austria']","['Àustria | Líder | Doris_Bures', 'Alfons_Gorbach | LlocDeLaMort | Estíria', 'Alfons_Gorbach | LlocDeNaixement | Àustria']","['Àustria | Líder | Doris_Bures', 'Alfons_Gorbach | LlocDeLaMort | Estíria', 'Alfons_Gorbach | LlocDeNaixement | Àustria']","Alfons Gorbach, who was born in Austria where the leader is Doris Bures, later died in Styria.","Alfons Gorbach, que va néixer a Àustria on el líder és Doris Bures, va morir més tard a Estíria.","Alfons Gorbach, que va néixer a Àustria on el líder és Doris Bures, va morir més tard a Estíria.",False,train/3triples/Politician.xml,train,3triples,Politician,Id226,False,,,,,,ca,0.9571788311004639,0.9571788311004639,True,False,False,2,0,0.0,False,False,Id1,"Alfons Gorbach was born in Austria which is led by Doris Bures, and later died in Styria.",17,19,1.1176470588235294,True,0.928535521030426,0.9148862361907959,0.013649284839630127,,,,,,
original__ca__f11f2d945835,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id95::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id95,ca,Catalan,CLEAN,clean,clean,5,Id2,Id2,"['Mermaid_(Train_song) | releaseDate | 2012-12-27', ""Mermaid_(Train_song) | precededBy | This'll_Be_My_Year"", 'Mermaid_(Train_song) | writer | Espen_Lind', 'Mermaid_(Train_song) | runtime | 3.16', 'Mermaid_(Train_song) | writer | Amund_Bjørklund']","['Sirena_(cançó_de_tren) | DataDeLlançament | 2012-12-27', 'Sirena_(cançó_de_tren) | PreceditPer | Aquest_serà_el_meu_any', 'Sirena_(cançó_de_tren) | Escriptor | Espen_Lind', ""Sirena_(cançó_de_tren) | TempsD'execució | 3.16"", 'Sirena_(cançó_de_tren) | Escriptor | Amund_Bjørklund']","['Sirena_(cançó_de_tren) | DataDeLlançament | 2012-12-27', 'Sirena_(cançó_de_tren) | PreceditPer | Aquest_serà_el_meu_any', 'Sirena_(cançó_de_tren) | Escriptor | Espen_Lind', ""Sirena_(cançó_de_tren) | TempsD'execució | 3.16"", 'Sirena_(cançó_de_tren) | Escriptor | Amund_Bjørklund']","Train released their song Mermaid on December 27th, 2012. The song was written by Amund Bjorklund and Espen Lind, and runs three minutes and sixteen seconds long. Train's most recent song before Mermaid was This'll Be My Year.","Train va llançar la seva cançó Mermaid el 27 de desembre de 2012. La cançó va ser escrita per Amund Bjorklund i Espen Lind, i té una durada de tres minuts i setze segons. La cançó més recent de Train abans de Mermaid va ser This'll Be My Year.","Train va llançar la seva cançó Mermaid el 27 de desembre de 2012. La cançó va ser escrita per Amund Bjorklund i Espen Lind, i té una durada de tres minuts i setze segons. La cançó més recent de Train abans de Mermaid va ser This'll Be My Year.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id95,False,,,,,,ca,0.9394308924674988,0.9394308924674988,True,False,False,6,0,0.0,False,False,Id1,"The train song Mermaid, released on Dec. 27th, 2012 and written by Amund Bjorklund and Espen Lind, was preceded by the song This'll Be My Year. Mermaid lasts 3.16 minutes.",38,49,1.2894736842105263,True,0.9637352228164673,0.9320003390312195,0.0317348837852478,,,,,,
original__ca__1068a3ec3fdd,train/3triples/Food.xml::Id122::Id2,train/3triples/Food.xml::Id122,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Bacon_sandwich | dishVariation | BLT', 'Bacon_sandwich | country | United_Kingdom', 'Bacon_sandwich | ingredient | Brown_sauce']","['Sandwich_de_pastís | VariacióDelPlat | BLT', 'Sandwich_de_pastís | País | Regne_Unit', 'Sandwich_de_pastís | Ingredient | Salsa_marró']","['Sandwich_de_pastís | VariacióDelPlat | BLT', 'Sandwich_de_pastís | País | Regne_Unit', 'Sandwich_de_pastís | Ingredient | Salsa_marró']","A variation of the BLT, the bacon sandwich is from the United Kingdom and can contain brown sauce.","Una variació del BLT, el sandvitx de bacó és del Regne Unit i pot contenir salsa marró.","Una variació del BLT, el sandvitx de bacó és del Regne Unit i pot contenir salsa marró.",False,train/3triples/Food.xml,train,3triples,Food,Id122,False,,,,,,ca,0.8257683515548706,0.8257683515548706,True,False,False,2,0,0.0,False,False,Id1,"Brown sauce is an ingredient of a Bacon Sandwich, a dish from the United Kingdom. Another variation for a bacon sandwich is a BLT.",18,17,0.9444444444444444,True,0.8709673881530762,0.7953890562057495,0.07557833194732666,,,,,,
original__ca__2274934dd0e3,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id874::Id3,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id874,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Lady_Anne_Monson | deathDate | 1776-02-18', 'Lady_Anne_Monson | birthPlace | Kingdom_of_England', 'Lady_Anne_Monson | nationality | Kingdom_of_England']","['Lady_Anne_Monson | DataDeMort | 1776-02-18', ""Lady_Anne_Monson | LlocDeNaixement | Regne_d'Anglaterra"", ""Lady_Anne_Monson | Nacionalitat | Regne_d'Anglaterra""]","['Lady_Anne_Monson | DataDeMort | 1776-02-18', ""Lady_Anne_Monson | LlocDeNaixement | Regne_d'Anglaterra"", ""Lady_Anne_Monson | Nacionalitat | Regne_d'Anglaterra""]","Lady Anne Monson was born in the Kingdom of England and has an English Nationality, she died on 1776-02-18.","Lady Anne Monson va néixer al Regne d'Anglaterra i té una nacionalitat anglesa, va morir el 1776-02-18.","Lady Anne Monson va néixer al Regne d'Anglaterra i té una nacionalitat anglesa, va morir el 1776-02-18.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id874,False,,,,,,ca,0.9502183198928833,0.9502183198928833,True,False,False,2,0,0.0,False,False,Id1,"Lady Anne Monson, who was born in the Kingdom of England, lived there, and held British nationality, died on February 18th, 1776.",19,17,0.8947368421052632,True,0.993595540523529,0.9481719136238098,0.04542362689971924,,,,,,
original__ca__232d8caae797,train/2triples/Politician.xml::Id132::Id2,train/2triples/Politician.xml::Id132,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['Airey_Neave | battle | World_War_II', 'World_War_II | commander | Benito_Mussolini']","['Airey_Neave | Batalla | Segona_Guerra_Mundial', 'Segona_Guerra_Mundial | Comandant | Benito_Mussolini']","['Airey_Neave | Batalla | Segona_Guerra_Mundial', 'Segona_Guerra_Mundial | Comandant | Benito_Mussolini']",Airey Neave was in World War II and a commander there was Benito Mussolini.,Airey Neave estava a la Segona Guerra Mundial i un comandant allà era Benito Mussolini.,Airey Neave estava a la Segona Guerra Mundial i un comandant allà era Benito Mussolini.,False,train/2triples/Politician.xml,train,2triples,Politician,Id132,False,,,,,,ca,0.7075513005256653,0.7075513005256653,True,False,False,2,0,0.0,False,False,Id1,Both Airey Neave and Benito Mussolini (commander) participated in World War II.,14,15,1.0714285714285714,True,0.9740598201751709,0.9227464199066162,0.05131340026855469,,,,,,
original__ca__dd0a7d581418,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id771::Id1,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id771,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama', 'Brandon_Carter | birthPlace | England']","['Brandon_Carter | AssessorDoctoral | Dennis_William_Sciama', 'Brandon_Carter | LlocDeNaixement | Anglaterra']","['Brandon_Carter | AssessorDoctoral | Dennis_William_Sciama', 'Brandon_Carter | LlocDeNaixement | Anglaterra']","Brandon Carter, born in England, had Dennis William Sciama as his doctoral advisor.","Brandon Carter, nascut a Anglaterra, tenia Dennis William Sciama com el seu conseller de doctorat.","Brandon Carter, nascut a Anglaterra, tenia Dennis William Sciama com el seu conseller de doctorat.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id771,False,,,,,,ca,0.7455848455429077,0.7455848455429077,True,False,False,2,0,0.0,False,False,Id2,Dennis William Sciama is the doctoral advisor for Brandon Carter who was born in England.,13,15,1.1538461538461537,True,0.9740619659423828,0.9645474553108215,0.00951451063156128,,,,,,
original__ca__8634d12ea925,train/2triples/CelestialBody.xml::Id63::Id2,train/2triples/CelestialBody.xml::Id63,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['1036_Ganymed | rotationPeriod | 37116.0', '1036_Ganymed | apoapsis | 611961000.0 (kilometres)']","['(1036)_Ganymed | PeríodeDeRotació | 37116.0', '(1036)_Ganymed | Apoapsis | 611961000.0_(kilòmetres)']","['(1036)_Ganymed | PeríodeDeRotació | 37116.0', '(1036)_Ganymed | Apoapsis | 611961000.0_(kilòmetres)']","1036 Ganymed has a rotational period of 37116.0, and an apoapsis of 611961000.0 kilometres.","1036 Ganimedes té un període de rotació de 37116,0, i una apoapsis de 611961000,0 quilòmetres.","1036 Ganimedes té un període de rotació de 37116,0, i una apoapsis de 611961000,0 quilòmetres.",False,train/2triples/CelestialBody.xml,train,2triples,CelestialBody,Id63,False,,,,,,ca,0.7733237147331238,0.7733237147331238,True,False,False,2,0,0.0,False,False,Id1,1036 Ganymed has a rotational period of 37116.0 and an apoapsis measurement of 611961000.0 km.,14,15,1.0714285714285714,True,0.9547567367553711,0.9176862239837646,0.037070512771606445,,,,,,
original__ca__522abbefb0c4,train/1triples/Food_allSolutions.xml::Id142::Id1,train/1triples/Food_allSolutions.xml::Id142,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['Beef_kway_teow | ingredient | Sesame_oil'],['Vedella_kway_teow | Ingredient | oli_de_sèsam'],['Vedella_kway_teow | Ingredient | oli_de_sèsam'],Sesame oil is an ingredient in beef kway teow.,L'oli de sèsam és un ingredient de la carn de vedella kway teow.,L'oli de sèsam és un ingredient de la carn de vedella kway teow.,False,train/1triples/Food_allSolutions.xml,train,1triples,Food,Id142,False,,,,,,ca,0.7831430435180664,0.7831430435180664,True,False,False,1,0,0.0,False,False,,,9,13,1.4444444444444444,False,,,,,,,,,
original__ca__d9e6fa3d9187,train/1triples/City_allSolutions.xml::Id136::Id1,train/1triples/City_allSolutions.xml::Id136,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,"['Attica,_Indiana | isPartOf | Logan_Township,_Fountain_County,_Indiana']","['Atticausa._kgm | ÉsPartDe | Logan_Township,_comtat_de_Fountain,_Indiana']","['Atticausa._kgm | ÉsPartDe | Logan_Township,_comtat_de_Fountain,_Indiana']","Attica, Indiana is part of Logan Township, Fountain County, Indiana.","Attica, Indiana és part del municipi de Logan, comtat de Fountain, Indiana.","Attica, Indiana és part del municipi de Logan, comtat de Fountain, Indiana.",False,train/1triples/City_allSolutions.xml,train,1triples,City,Id136,False,,,,,,ca,0.8162404298782349,0.8162404298782349,True,False,False,1,0,0.0,False,False,Id2,Attica is a city in Logan Township which is a part of Fountain County in Indiana.,10,12,1.2,True,0.9684965014457703,0.9530858993530273,0.01541060209274292,,,,,,
original__ca__5b41c011920d,train/3triples/SportsTeam.xml::Id72::Id3,train/3triples/SportsTeam.xml::Id72,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['A.F.C._Blackpool | manager | Stuart_Parker_(footballer)', 'Stuart_Parker_(footballer) | club | KV_Mechelen', 'Stuart_Parker_(footballer) | club | Stockport_County_F.C.']","['A.F.C._Blackpool | Gerent | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Trèvols | RYKV_Mechelen', 'Stuart_Parker_(futbolista) | Trèvols | Stockport_County']","['A.F.C._Blackpool | Gerent | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Trèvols | RYKV_Mechelen', 'Stuart_Parker_(futbolista) | Trèvols | Stockport_County']",AFC Blackpool have had Stuart Parker as their manager. He has also represented the club KV Mechelen and once played for Stockport County FC.,L'AFC Blackpool ha tingut Stuart Parker com a entrenador. També ha representat el club KV Mechelen i una vegada va jugar per l'Stockport County FC.,L'AFC Blackpool ha tingut Stuart Parker com a entrenador. També ha representat el club KV Mechelen i una vegada va jugar per l'Stockport County FC.,False,train/3triples/SportsTeam.xml,train,3triples,SportsTeam,Id72,False,,,,,,ca,0.9108301997184753,0.9108301997184753,True,False,False,3,0,0.0,False,False,Id1,The manager of A.F.C. Blackpool is Stuart Parker who once played for Stockport County FC and currently plays for KV Mechelen.,24,25,1.0416666666666667,True,0.9672191739082336,0.9165777564048767,0.050641417503356934,,,,,,
original__ca__6e11d2181682,train/4triples/Company.xml::Id23::Id1,train/4triples/Company.xml::Id23,ca,Catalan,CLEAN,clean,clean,4,Id1,Id1,"['GMA_New_Media | foundingDate | 2000-01-01', 'GMA_New_Media | product | Mobile_Applications', 'GMA_New_Media | industry | Mass_Media', 'GMA_New_Media | keyPerson | Felipe_Gozon']","['GMA_New_Media | DataDeFundació | 2000-01-01', 'GMA_New_Media | Producte | Aplicacions_mòbils', 'GMA_New_Media | Indústria | mitjà_de_comunicació_de_massa', 'GMA_New_Media | PersonaClau | Felipe_Gozon']","['GMA_New_Media | DataDeFundació | 2000-01-01', 'GMA_New_Media | Producte | Aplicacions_mòbils', 'GMA_New_Media | Indústria | mitjà_de_comunicació_de_massa', 'GMA_New_Media | PersonaClau | Felipe_Gozon']","GMA New Media, a mass media company offering products such as mobile applications, was founded on January 1, 2000. Felipe Gozon is a key person at the company.","GMA New Media, una empresa de mitjans de comunicació que ofereix productes com ara aplicacions mòbils, va ser fundada l'1 de gener del 2000 i Felipe Gozon és una persona clau en l'empresa.","GMA New Media, una empresa de mitjans de comunicació que ofereix productes com ara aplicacions mòbils, va ser fundada l'1 de gener del 2000 i Felipe Gozon és una persona clau en l'empresa.",False,train/4triples/Company.xml,train,4triples,Company,Id23,False,,,,,,ca,0.8911763429641724,0.8911763429641724,True,False,False,4,0,0.0,False,False,Id2,"Felipe Gozon is a key person at GMA New Media (founded 01-01-2000), a mass media company that makes mobile applications.",28,33,1.1785714285714286,True,0.9867951273918152,0.8636078834533691,0.12318724393844604,,,,,,
original__ca__715a4639faab,train/3triples/Athlete.xml::Id54::Id2,train/3triples/Athlete.xml::Id54,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Akeem_Adams | club | Ferencvárosi_TC', 'Akeem_Adams | club | United_Petrotrin_F.C.', 'United_Petrotrin_F.C. | ground | Palo_Seco']","['Akeem_Adams | Trèvols | Ferencvárosi_TC', 'Akeem_Adams | Trèvols | United_Petrotrin', 'United_Petrotrin | Terra | Palo_Seco']","['Akeem_Adams | Trèvols | Ferencvárosi_TC', 'Akeem_Adams | Trèvols | United_Petrotrin', 'United_Petrotrin | Terra | Palo_Seco']",Akeem Adams plays for Ferencvarosi TC and is a member of the United Petrotrin F.C. club who play in Palo Seco.,Akeem Adams juga pel Ferencvarosi TC i és membre del club United Petrotrin F.C. que juga a Palo Seco.,Akeem Adams juga pel Ferencvarosi TC i és membre del club United Petrotrin F.C. que juga a Palo Seco.,False,train/3triples/Athlete.xml,train,3triples,Athlete,Id54,False,,,,,,ca,0.8901249170303345,0.8901249170303345,True,False,False,2,0,0.0,False,False,Id1,Akeem Adams played for United Petrotrin F.C. whose home is Palo Seco grounds. He now plays with Ferencvarosi TC.,21,19,0.9047619047619048,True,0.9812102317810059,0.9278150796890259,0.05339515209197998,,,,,,
original__ca__899b006fc372,dev/4triples/Building.xml::Id12::Id3,dev/4triples/Building.xml::Id12,ca,Catalan,CLEAN,clean,clean,4,Id3,Id3,"['Adisham_Hall | location | Sri_Lanka', 'Adisham_Hall | architecturalStyle | Tudor_Revival_architecture', 'Adisham_Hall | completionDate | 1931', 'Adisham_Hall | buildingStartDate | ""1927""']","['Adisham_Hall | Ubicació | Sri_Lanka', 'Adisham_Hall | EstilArquitectònic | Arquitectura_Tudor_Revival', 'Adisham_Hall | DataDeFinalització | 1931', ""Adisham_Hall | DataD'IniciDeLaConstrucció | 1927""]","['Adisham_Hall | Ubicació | Sri_Lanka', 'Adisham_Hall | EstilArquitectònic | Arquitectura_Tudor_Revival', 'Adisham_Hall | DataDeFinalització | 1931', ""Adisham_Hall | DataD'IniciDeLaConstrucció | 1927""]","Designed in the Tudor Revival architectural style, Adisham Hall is located in Sri Lanka and was built in 1927 and completed in 1931.","Dissenyat en l'estil arquitectònic del Renaixement Tudor, Adisham Hall es troba a Sri Lanka i va ser construït el 1927 i completat el 1931.","Dissenyat en l'estil arquitectònic del Renaixement Tudor, Adisham Hall es troba a Sri Lanka i va ser construït el 1927 i completat el 1931.",False,dev/4triples/Building.xml,dev,4triples,Building,Id12,False,,,,,,ca,0.9340944886207581,0.9340944886207581,True,False,False,3,0,0.0,False,False,Id1,Construction of Adisham Hall in Sri Lanka began in 1927 and ended in 1931. It was built in the Tudor Revival architectural style.,23,24,1.0434782608695652,True,0.9868082404136658,0.9606465101242065,0.02616173028945923,,,,,,
original__ca__ff2254f965bb,train/5triples/Astronaut.xml::Id65::Id2,train/5triples/Astronaut.xml::Id65,ca,Catalan,CLEAN,clean,clean,5,Id2,Id2,"['Elliot_See | almaMater | University_of_Texas_at_Austin', 'University_of_Texas_at_Austin | affiliation | University_of_Texas_System', 'University_of_Texas_at_Austin | competeIn | Big_12_Conference', 'Elliot_See | deathPlace | St._Louis', 'Elliot_See | deathDate | ""1966-02-28""']","['Elliot_See | AlmaMater | Universitat_de_Texas_a_Austin', 'Universitat_de_Texas_a_Austin | Afiliació | Sistema_Universitari_de_Texas', 'Universitat_de_Texas_a_Austin | CompetirIn | Big_12_Conference', 'Elliot_See | LlocDeLaMort | Saint_Louis', 'Elliot_See | DataDeMort | 1966-02-28']","['Elliot_See | AlmaMater | Universitat_de_Texas_a_Austin', 'Universitat_de_Texas_a_Austin | Afiliació | Sistema_Universitari_de_Texas', 'Universitat_de_Texas_a_Austin | CompetirIn | Big_12_Conference', 'Elliot_See | LlocDeLaMort | Saint_Louis', 'Elliot_See | DataDeMort | 1966-02-28']","Elliot See attended the University of Texas at Austin (part of the University of Texas System) who are competing in the Big 12 Conference. Elliot See died on February 28, 1966 in St. Louis.",Elliot See va assistir a la Universitat de Texas a Austin (part del sistema de la Universitat de Texas) que competeixen en la Conferència Big 12. Elliot See va morir el 28 de febrer de 1966 a St. Louis.,Elliot See va assistir a la Universitat de Texas a Austin (part del sistema de la Universitat de Texas) que competeixen en la Conferència Big 12. Elliot See va morir el 28 de febrer de 1966 a St. Louis.,False,train/5triples/Astronaut.xml,train,5triples,Astronaut,Id65,False,,,,,,ca,0.8801586031913757,0.8801586031913757,True,False,False,5,0,0.0,False,False,Id1,"Elliot See attended the University of Texas at Austin, which is affiliated to the University of Texas System and will compete in the Big 12 Conference. Elliot See died in St. Louis on February 28, 1966.",34,39,1.1470588235294117,True,0.9774478673934937,0.9725682735443115,0.004879593849182129,,,,,,
original__ca__c79a01dfb3d2,train/5triples/Astronaut.xml::Id17::Id3,train/5triples/Astronaut.xml::Id17,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"['Alan_Shepard | almaMater | ""NWC, M.A. 1957""', 'Alan_Shepard | deathPlace | California', 'Alan_Shepard | birthPlace | New_Hampshire', 'Alan_Shepard | selectedByNasa | 1959', 'Alan_Shepard | nationality | United_States']","['Alan_Shepard | AlmaMater | NWC,_M.A._1957', 'Alan_Shepard | LlocDeLaMort | Califòrnia', 'Alan_Shepard | LlocDeNaixement | Nou_Hampshire', 'Alan_Shepard | SeleccionatPerLaNasa | 1959', ""Alan_Shepard | Nacionalitat | Estats_Units_d'Amèrica""]","['Alan_Shepard | AlmaMater | NWC,_M.A._1957', 'Alan_Shepard | LlocDeLaMort | Califòrnia', 'Alan_Shepard | LlocDeNaixement | Nou_Hampshire', 'Alan_Shepard | SeleccionatPerLaNasa | 1959', ""Alan_Shepard | Nacionalitat | Estats_Units_d'Amèrica""]",Alan Shepard was an American born in New Hampshire. He graduated from NWC MA in 1957 and was selected by NASA in 1950. He died in California.,Alan Shepard va ser un americà nascut a New Hampshire. Es va graduar de NWC MA el 1957 i va ser seleccionat per la NASA el 1950. Va morir a Califòrnia.,Alan Shepard va ser un americà nascut a New Hampshire. Es va graduar de NWC MA el 1957 i va ser seleccionat per la NASA el 1950. Va morir a Califòrnia.,False,train/5triples/Astronaut.xml,train,5triples,Astronaut,Id17,False,,,,,,ca,0.9631178379058838,0.9631178379058838,True,False,False,4,0,0.0,False,False,Id1,Alan Shepard was a US astronaut. born in New Hampshire in 1959. He graduated from NWC with an M.A. in 1957. In 1959 he was selected by NASA. Alan Shepard died in California.,27,31,1.1481481481481481,True,0.9656922221183777,0.8331909775733948,0.1325012445449829,,,,,,
original__ca__bb619b4827fd,train/2triples/Artist.xml::Id73::Id1,train/2triples/Artist.xml::Id73,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['Ahmet_Ertegun | genre | Rhythm_and_blues', 'Rhythm_and_blues | stylisticOrigin | Blues']","['Ahmet_Ertegun | Gènere | rhythm_and_blues', 'rhythm_and_blues | OrigenEstilístic | blues']","['Ahmet_Ertegun | Gènere | rhythm_and_blues', 'rhythm_and_blues | OrigenEstilístic | blues']",Ahmet Ertegun music genre are Rhythm and Blues which originated from blues music.,El gènere musical d'Ahmet Ertegun és el Rhythm and Blues que s'originà de la música blues.,El gènere musical d'Ahmet Ertegun és el Rhythm and Blues que s'originà de la música blues.,False,train/2triples/Artist.xml,train,2triples,Artist,Id73,False,,,,,,ca,0.84294593334198,0.84294593334198,True,False,False,2,0,0.0,False,False,Id2,"Ahmet Ertegun performs rhythm and blues music, a genre that originated from blues.",13,16,1.2307692307692308,True,0.9259134531021118,0.9158809185028076,0.0100325345993042,,,,,,
original__ca__fc5ef76be205,train/5triples/SportsTeam.xml::Id25::Id3,train/5triples/SportsTeam.xml::Id25,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"['Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C', 'Campeonato_Brasileiro_Série_C | country | Brazil', 'Agremiação_Sportiva_Arapiraquense | numberOfMembers | 17000', 'Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'AS_Arapiraquense | Terra | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'AS_Arapiraquense | Terra | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']","Vila Nova Futebol Clube have been champions of Campeonato Brasileiro Série C. league in Brazil. Agremiação Sportiva Arapiraquense, who have 17000 members, also play in the league and have their home ground at Estádio Municipal Coaracy da Mata Fonseca.","El Vila Nova Futebol Clube ha estat campió de la lliga brasilera Campeonato Brasileiro Série C. L'Agremiação Sportiva Arapiraquense, que té 17.000 membres, també juga a la lliga i té el seu estadi a l'Estádio Municipal Coaracy da Mata Fonseca.","El Vila Nova Futebol Clube ha estat campió de la lliga brasilera Campeonato Brasileiro Série C. L'Agremiação Sportiva Arapiraquense, que té 17.000 membres, també juga a la lliga i té el seu estadi a l'Estádio Municipal Coaracy da Mata Fonseca.",False,train/5triples/SportsTeam.xml,train,5triples,SportsTeam,Id25,False,,,,,,ca,0.887082040309906,0.887082040309906,True,False,False,5,0,0.0,False,False,Id1,"Agremiação Sportiva Arapiraquense, whose ground is Estádio Municipal Coaracy da Mata Fonseca, play in the Campeonato Brasileiro Série C league in Brazil. Agremiacao Sportiva Arapiraquense has 17000 members and Vila Nova Futebol Clube have been champions of Campeonato Brasileiro Série C.",39,40,1.0256410256410255,True,0.9482399821281433,0.8725110292434692,0.07572895288467407,,,,,,
original__ca__bee15756e9a6,dev/5triples/Artist.xml::Id29::Id3,dev/5triples/Artist.xml::Id29,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"['Uruguay | leader | Raúl_Fernando_Sendic_Rodríguez', 'Alfredo_Zitarrosa | deathPlace | Montevideo', 'Montevideo | country | Uruguay', 'Montevideo | leader | Daniel_Martínez_(politician)', 'Uruguay | language | Spanish_language']","['Uruguai | Líder | Raúl_Fernando_Sendic', 'Alfredo_Zitarrosa | LlocDeLaMort | Montevideo', 'Montevideo | País | Uruguai', 'Montevideo | Líder | Daniel_Martínez_(polític)', 'Uruguai | Llengua | Llengua_espanyola']","['Uruguai | Líder | Raúl_Fernando_Sendic', 'Alfredo_Zitarrosa | LlocDeLaMort | Montevideo', 'Montevideo | País | Uruguai', 'Montevideo | Líder | Daniel_Martínez_(polític)', 'Uruguai | Llengua | Llengua_espanyola']","Raúl Fernando Sendic Rodríguez is the leader of Spanish speaking, Uruguay. Daniel Martinez is the leader of Montevideo, the final resting place of Alfredo Zitarrosa.","Raúl Fernando Sendic Rodríguez és el líder de l'Uruguay parlant castellà. Daniel Martínez és el líder de Montevideo, el lloc de descans final d'Alfredo Zitarrosa.","Raúl Fernando Sendic Rodríguez és el líder de l'Uruguay parlant castellà. Daniel Martínez és el líder de Montevideo, el lloc de descans final d'Alfredo Zitarrosa.",False,dev/5triples/Artist.xml,dev,5triples,Artist,Id29,False,,,,,,ca,0.8139309287071228,0.8139309287071228,True,False,False,3,0,0.0,False,False,Id1,"Alfredo Zitarrosa died in Montevideo, Uruguay. Daniel Martinez is a political leader in Montevideo, and Raul Fernando Sendic Rodriguez is a leader in Uruguay, where Spanish is spoken.",25,25,1.0,True,0.9723129272460938,0.8844132423400879,0.08789968490600586,,,,,,
