record_key,xml_path,split,triple_bucket,category,eid,declared_size_raw,declared_size,declared_size_valid,expected_triple_count,source_triple_count,english_lexicalisations,english_lids_unique,es_target_triple_count,es_target_lexicalisations,es_target_lids_unique,es_lid_set_equal,ca_target_triple_count,ca_target_lexicalisations,ca_target_lids_unique,ca_lid_set_equal
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id8,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id8,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id9,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id9,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id10,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,City,Id10,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id11,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Athlete,Id11,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id12,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id12,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id13,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Monument,Id13,6,6,True,6,6,2,True,6,2,True,True,6,2,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id14,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Artist,Id14,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id15,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Airport,Id15,3,3,True,3,3,1,True,3,1,True,True,3,1,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id16,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id16,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id17,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id17,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id18,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id18,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id19,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,University,Id19,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id20,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Politician,Id20,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id21,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id21,7,7,True,7,7,3,True,7,3,True,True,7,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id22,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,WrittenWork,Id22,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id23,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Astronaut,Id23,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id24,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id24,3,3,True,3,3,5,True,3,5,True,True,3,5,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id25,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,WrittenWork,Id25,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id26,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id26,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id27,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id27,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id28,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id28,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id29,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Politician,Id29,2,2,True,2,2,2,True,2,2,True,True,2,2,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id30,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Artist,Id30,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id31,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id31,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id32,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id32,6,6,True,6,6,3,True,6,3,True,True,6,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id33,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id33,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id34,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Artist,Id34,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id35,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Monument,Id35,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id36,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id36,5,5,True,5,5,2,True,5,2,True,True,5,2,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id37,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,City,Id37,6,6,True,6,6,3,True,6,3,True,True,6,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id38,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id38,6,6,True,6,6,3,True,6,3,True,True,6,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id39,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id39,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id40,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id40,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id41,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Food,Id41,7,7,True,7,7,3,True,7,3,True,True,7,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id42,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,City,Id42,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id43,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Airport,Id43,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id44,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Food,Id44,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id45,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,CelestialBody,Id45,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id46,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,City,Id46,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id47,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id47,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id48,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,ComicsCharacter,Id48,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id49,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Food,Id49,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id50,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id50,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id51,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Astronaut,Id51,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id52,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MeanOfTransportation,Id52,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id53,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id53,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id54,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,WrittenWork,Id54,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id55,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id55,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id56,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id56,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id57,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Monument,Id57,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id58,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Artist,Id58,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id59,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id59,6,6,True,6,6,3,True,6,3,True,True,6,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id60,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,CelestialBody,Id60,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id61,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,City,Id61,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id62,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,City,Id62,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id63,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id63,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id64,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,SportsTeam,Id64,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id65,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Food,Id65,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id66,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id66,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id67,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Athlete,Id67,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id68,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id68,2,2,True,2,2,2,True,2,2,True,True,2,2,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id69,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Astronaut,Id69,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id70,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Athlete,Id70,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id71,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MeanOfTransportation,Id71,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id72,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MeanOfTransportation,Id72,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id73,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id73,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id74,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id74,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id75,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id75,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id76,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id76,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id77,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,ComicsCharacter,Id77,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id78,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MeanOfTransportation,Id78,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id79,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,SportsTeam,Id79,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id80,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id80,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id81,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id81,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id82,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id82,7,7,True,7,7,3,True,7,3,True,True,7,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id83,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id83,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id84,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Airport,Id84,4,4,True,4,4,2,True,4,2,True,True,4,2,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id85,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id85,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id86,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Artist,Id86,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id87,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id87,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id88,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Building,Id88,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id89,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id89,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id90,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Food,Id90,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id91,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Athlete,Id91,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id92,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id92,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id93,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id93,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id94,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Monument,Id94,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id95,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id95,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id96,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,City,Id96,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id97,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Food,Id97,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id98,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id98,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id99,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,University,Id99,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id100,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Astronaut,Id100,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id101,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id101,3,3,True,3,3,3,True,3,3,True,True,3,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id102,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id102,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id103,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id103,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id104,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Artist,Id104,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id105,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Artist,Id105,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id106,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,ComicsCharacter,Id106,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id107,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Building,Id107,6,6,True,6,6,3,True,6,3,True,True,6,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id108,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Monument,Id108,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id109,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id109,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id110,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id110,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id111,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id111,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id112,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Monument,Id112,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id113,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,ComicsCharacter,Id113,4,4,True,4,4,3,True,4,3,True,True,4,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id114,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Film,Id114,5,5,True,5,5,3,True,5,3,True,True,5,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id115,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,ComicsCharacter,Id115,2,2,True,2,2,3,True,2,3,True,True,2,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id116,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Athlete,Id116,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id117,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id117,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id118,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Company,Id118,7,7,True,7,7,3,True,7,3,True,True,7,3,True,True
