language,language_label,component_type,source_normalized,source_example,minimum_occurrences,occurrences,target_form_count,dominant_target_form,dominant_target_count,dominant_mapping_rate,mapping_review_signal,target_forms
ca,Catalan,entity_or_value,accrington stanley f.c.,Accrington_Stanley_F.C.,2,22,1,accrington stanley football club,22,1.0,False,"{""accrington stanley football club"": 22}"
ca,Catalan,entity_or_value,ace wilder,Ace_Wilder,2,93,1,ace wilder,93,1.0,False,"{""ace wilder"": 93}"
ca,Catalan,entity_or_value,acehnese people,Acehnese_people,2,5,1,persones d'aceh,5,1.0,False,"{""persones d'aceh"": 5}"
ca,Catalan,entity_or_value,acf fiorentina,ACF_Fiorentina,2,23,1,acf fiorentina,23,1.0,False,"{""acf fiorentina"": 23}"
ca,Catalan,entity_or_value,acf fiorentina s.p.a.,"""ACF Fiorentina S.p.A.""",2,3,1,acf fiorentina s.p.a. (italià),3,1.0,False,"{""acf fiorentina s.p.a. (italià)"": 3}"
ca,Catalan,entity_or_value,acharya institute of technology,Acharya_Institute_of_Technology,2,706,1,institut de tecnologia acharya,706,1.0,False,"{""institut de tecnologia acharya"": 706}"
ca,Catalan,entity_or_value,acm trans. inf. syst.,"""ACM Trans. Inf. Syst.""",2,16,1,acm trans. inf. syst.,16,1.0,False,"{""acm trans. inf. syst."": 16}"
ca,Catalan,entity_or_value,acm transactions on information systems,ACM_Transactions_on_Information_Systems,2,53,1,acm transaccions en sistemes d'informació,53,1.0,False,"{""acm transaccions en sistemes d'informació"": 53}"
ca,Catalan,entity_or_value,acoustic music,Acoustic_music,2,11,1,música acústica,11,1.0,False,"{""música acústica"": 11}"
ca,Catalan,entity_or_value,acta math. hungar.,"""Acta Math. Hungar.""",2,14,1,acta math. hungar.,14,1.0,False,"{""acta math. hungar."": 14}"
ca,Catalan,entity_or_value,acta mathematica hungarica,Acta_Mathematica_Hungarica,2,46,1,acta mathematica hungarica,46,1.0,False,"{""acta mathematica hungarica"": 46}"
ca,Catalan,entity_or_value,acta palaeontol. pol.,"""Acta Palaeontol. Pol.""",2,24,1,acta palaeontol. pol.,24,1.0,False,"{""acta palaeontol. pol."": 24}"
ca,Catalan,entity_or_value,acta palaeontologica polonica,Acta_Palaeontologica_Polonica,2,88,1,acta palaeontologica polonica,88,1.0,False,"{""acta palaeontologica polonica"": 88}"
ca,Catalan,entity_or_value,acura,Acura,2,17,1,acura,17,1.0,False,"{""acura"": 17}"
ca,Catalan,entity_or_value,acura tlx,Acura_TLX,2,134,1,acura tlx,134,1.0,False,"{""acura tlx"": 134}"
ca,Catalan,entity_or_value,adam holloway,Adam_Holloway,2,167,1,adam holloway,167,1.0,False,"{""adam holloway"": 167}"
ca,Catalan,entity_or_value,adam koc,Adam_Koc,2,93,1,adam koc,93,1.0,False,"{""adam koc"": 93}"
ca,Catalan,entity_or_value,adam maher,Adam_Maher,2,24,1,adam maher,24,1.0,False,"{""adam maher"": 24}"
ca,Catalan,entity_or_value,adam mcquaid,Adam_McQuaid,2,85,1,adam mcquaid,85,1.0,False,"{""adam mcquaid"": 85}"
ca,Catalan,entity_or_value,adam west,Adam_West,2,9,1,adam west,9,1.0,False,"{""adam west"": 9}"
ca,Catalan,entity_or_value,"adams county, pennsylvania","Adams_County,_Pennsylvania",2,276,1,"comtat d'adams, pennsylvania",276,1.0,False,"{""comtat d'adams, pennsylvania"": 276}"
ca,Catalan,entity_or_value,"adams township, madison county, indiana","Adams_Township,_Madison_County,_Indiana",2,14,1,"adams township, comtat de madison, indiana",14,1.0,False,"{""adams township, comtat de madison, indiana"": 14}"
ca,Catalan,entity_or_value,"adams, fall creek, lafayette, richland, union","""Adams, Fall Creek, Lafayette, Richland, Union""",2,5,1,"adams, fall creek, lafayette, richland, union",5,1.0,False,"{""adams, fall creek, lafayette, richland, union"": 5}"
ca,Catalan,entity_or_value,adare,Adare,2,17,1,adare,17,1.0,False,"{""adare"": 17}"
ca,Catalan,entity_or_value,adare manor,Adare_Manor,2,94,1,adare manor,94,1.0,False,"{""adare manor"": 94}"
ca,Catalan,entity_or_value,addiction,"""Addiction""",2,21,1,addicció,21,1.0,False,"{""addicció"": 21}"
ca,Catalan,entity_or_value,addiction (journal),Addiction_(journal),2,60,1,addiction (journal),60,1.0,False,"{""addiction (journal)"": 60}"
ca,Catalan,entity_or_value,addis ababa,Addis_Ababa,2,54,1,addis abeba,54,1.0,False,"{""addis abeba"": 54}"
ca,Catalan,entity_or_value,addis ababa city hall,Addis_Ababa_City_Hall,2,83,1,ajuntament d'addis abeba,83,1.0,False,"{""ajuntament d'addis abeba"": 83}"
ca,Catalan,entity_or_value,addis ababa stadium,Addis_Ababa_Stadium,2,16,1,estadi d'addis abeba,16,1.0,False,"{""estadi d'addis abeba"": 16}"
ca,Catalan,entity_or_value,adenan satem,Adenan_Satem,2,33,1,adenan satem,33,1.0,False,"{""adenan satem"": 33}"
ca,Catalan,entity_or_value,adice5,"""ADICE5""",2,2,1,adice5constellation name (optional),2,1.0,False,"{""adice5constellation name (optional)"": 2}"
ca,Catalan,entity_or_value,adirondack regional airport,Adirondack_Regional_Airport,2,72,1,aeroport regional d'adirondack,72,1.0,False,"{""aeroport regional d'adirondack"": 72}"
ca,Catalan,entity_or_value,adisham hall,Adisham_Hall,2,120,1,adisham hall,120,1.0,False,"{""adisham hall"": 120}"
ca,Catalan,entity_or_value,admin. sci. q.,"""Admin. Sci. Q.""",2,16,1,administració. ciència. q.,16,1.0,False,"{""administració. ciència. q."": 16}"
ca,Catalan,entity_or_value,administrative science quarterly,Administrative_Science_Quarterly,2,80,1,ciències administratives trimestralment,80,1.0,False,"{""ciències administratives trimestralment"": 80}"
ca,Catalan,entity_or_value,adnan hamad,Adnan_Hamad,2,9,1,adnan hamad,9,1.0,False,"{""adnan hamad"": 9}"
ca,Catalan,entity_or_value,ado den haag,ADO_Den_Haag,2,4,1,ado den haag,4,1.0,False,"{""ado den haag"": 4}"
ca,Catalan,entity_or_value,adolf schärf,Adolf_Schärf,2,11,1,adolf schärf,11,1.0,False,"{""adolf schärf"": 11}"
ca,Catalan,entity_or_value,adolfo suárez madrid–barajas airport,Adolfo_Suárez_Madrid–Barajas_Airport,2,304,1,aeroport adolfo suárez de madrid-barajas,304,1.0,False,"{""aeroport adolfo suárez de madrid-barajas"": 304}"
ca,Catalan,entity_or_value,adonis georgiadis,Adonis_Georgiadis,2,126,1,adonis georgiadis,126,1.0,False,"{""adonis georgiadis"": 126}"
ca,Catalan,entity_or_value,adrián rivera pérez,Adrián_Rivera_Pérez,2,2,1,adrián rivera pérez,2,1.0,False,"{""adrián rivera pérez"": 2}"
ca,Catalan,entity_or_value,aek athens f.c.,AEK_Athens_F.C.,2,67,1,aek atenes fc,67,1.0,False,"{""aek atenes fc"": 67}"
ca,Catalan,entity_or_value,aenir,Aenir,2,83,1,aenir,83,1.0,False,"{""aenir"": 83}"
ca,Catalan,entity_or_value,aermacchi mb-339,Aermacchi_MB-339,2,4,1,aermacchi mb-339,4,1.0,False,"{""aermacchi mb-339"": 4}"
ca,Catalan,entity_or_value,afas stadion,AFAS_Stadion,2,5,1,afas stadion,5,1.0,False,"{""afas stadion"": 5}"
ca,Catalan,entity_or_value,afc ajax,AFC_Ajax,2,42,1,afc ajax,42,1.0,False,"{""afc ajax"": 42}"
ca,Catalan,entity_or_value,afc ajax (amateurs),AFC_Ajax_(amateurs),2,48,1,afc ajax (amateurs),48,1.0,False,"{""afc ajax (amateurs)"": 48}"
ca,Catalan,entity_or_value,afc ajax n.v.,AFC_Ajax_N.V.,2,9,1,afc ajax n.v.,9,1.0,False,"{""afc ajax n.v."": 9}"
ca,Catalan,entity_or_value,"afit, m.s. 1962","""AFIT, M.S. 1962""",2,29,1,"afit, m.s. 1962",29,1.0,False,"{""afit, m.s. 1962"": 29}"
ca,Catalan,entity_or_value,afonso pena international airport,Afonso_Pena_International_Airport,2,116,1,aeroport internacional afonso pena,116,1.0,False,"{""aeroport internacional afonso pena"": 116}"
ca,Catalan,entity_or_value,african americans,African_Americans,2,273,1,negres estatunidencs,273,1.0,False,"{""negres estatunidencs"": 273}"
ca,Catalan,entity_or_value,african-american,African-American,2,2,1,afroamericà,2,1.0,False,"{""afroamericà"": 2}"
ca,Catalan,entity_or_value,afrobeat,Afrobeat,2,16,1,afrobeat,16,1.0,False,"{""afrobeat"": 16}"
ca,Catalan,entity_or_value,afterplay (brian kelly album),Afterplay_(Brian_Kelly_album),2,10,1,afterplay (àlbum de brian kelly),10,1.0,False,"{""afterplay (àlbum de brian kelly)"": 10}"
ca,Catalan,entity_or_value,agm-88 harm,AGM-88_HARM,2,2,1,agm-88 harm,2,1.0,False,"{""agm-88 harm"": 2}"
ca,Catalan,entity_or_value,agnes kant,Agnes_Kant,2,131,1,agnes kant,131,1.0,False,"{""agnes kant"": 131}"
ca,Catalan,entity_or_value,agnes ward white,Agnes_Ward_White,2,35,1,agnes ward white,35,1.0,False,"{""agnes ward white"": 35}"
ca,Catalan,entity_or_value,agr,"""AGR""",2,10,1,agr,10,1.0,False,"{""agr"": 10}"
ca,Catalan,entity_or_value,agra,Agra,2,7,1,agra,7,1.0,False,"{""agra"": 7}"
ca,Catalan,entity_or_value,agra airport,Agra_Airport,2,134,1,aeroport d' agra,134,1.0,False,"{""aeroport d' agra"": 134}"
ca,Catalan,entity_or_value,agremiação sportiva arapiraquense,Agremiação_Sportiva_Arapiraquense,2,274,1,as arapiraquense,274,1.0,False,"{""as arapiraquense"": 274}"
ca,Catalan,entity_or_value,agustín barboza,Agustín_Barboza,2,96,1,agustín barboza,96,1.0,False,"{""agustín barboza"": 96}"
ca,Catalan,entity_or_value,ahmad kadhim assad,Ahmad_Kadhim_Assad,2,56,1,ahmad kadhim assad,56,1.0,False,"{""ahmad kadhim assad"": 56}"
ca,Catalan,entity_or_value,ahmedabad,Ahmedabad,2,30,1,ahmadabad,30,1.0,False,"{""ahmadabad"": 30}"
ca,Catalan,entity_or_value,ahmet davutoğlu,Ahmet_Davutoğlu,2,34,1,ahmet davutoğlu,34,1.0,False,"{""ahmet davutoğlu"": 34}"
ca,Catalan,entity_or_value,ahmet ertegun,Ahmet_Ertegun,2,134,1,ahmet ertegun,134,1.0,False,"{""ahmet ertegun"": 134}"
ca,Catalan,entity_or_value,ahora madrid,Ahora_Madrid,2,2,1,ara madrid,2,1.0,False,"{""ara madrid"": 2}"
ca,Catalan,entity_or_value,ahri'ahn,"""Ahri'ahn""",2,5,1,ahri'ahn,5,1.0,False,"{""ahri'ahn"": 5}"
ca,Catalan,entity_or_value,aida cruises,AIDA_Cruises,2,84,1,aida cruises,84,1.0,False,"{""aida cruises"": 84}"
ca,Catalan,entity_or_value,aidaluna,AIDAluna,2,154,1,aidaluna,154,1.0,False,"{""aidaluna"": 154}"
ca,Catalan,entity_or_value,aidastella,AIDAstella,2,148,1,aidastella,148,1.0,False,"{""aidastella"": 148}"
ca,Catalan,entity_or_value,aids (journal),AIDS_(journal),2,109,1,aids (journal),109,1.0,False,"{""aids (journal)"": 109}"
ca,Catalan,entity_or_value,aileen raymond,Aileen_Raymond,2,2,1,aileen raymond,2,1.0,False,"{""aileen raymond"": 2}"
ca,Catalan,entity_or_value,aip adv.,"""AIP Adv.""",2,11,1,ajuntament d'aiguaviva..,11,1.0,False,"{""ajuntament d'aiguaviva.."": 11}"
ca,Catalan,entity_or_value,aip advances,AIP_Advances,2,70,1,avanços de l' aip,70,1.0,False,"{""avanços de l' aip"": 70}"
ca,Catalan,entity_or_value,airbus defence and space,Airbus_Defence_and_Space,2,13,1,airbus defence and space,13,1.0,False,"{""airbus defence and space"": 13}"
ca,Catalan,entity_or_value,airbus group,Airbus_Group,2,2,1,airbus group,2,1.0,False,"{""airbus group"": 2}"
ca,Catalan,entity_or_value,airey neave,Airey_Neave,2,119,1,airey neave,119,1.0,False,"{""airey neave"": 119}"
ca,Catalan,entity_or_value,airman (comicscharacter),Airman_(comicsCharacter),2,12,1,airman (còmicpersonatge),12,1.0,False,"{""airman (còmicpersonatge)"": 12}"
ca,Catalan,entity_or_value,airports authority of india,Airports_Authority_of_India,2,8,1,autoritat d'aeroports de l'índia,8,1.0,False,"{""autoritat d'aeroports de l'índia"": 8}"
ca,Catalan,entity_or_value,ajax youth academy,Ajax_Youth_Academy,2,11,1,ajax youth academy,11,1.0,False,"{""ajax youth academy"": 11}"
ca,Catalan,entity_or_value,ajo blanco,"""Ajo blanco""",2,16,1,ajo blanco,16,1.0,False,"{""ajo blanco"": 16}"
ca,Catalan,entity_or_value,ajoblanco,Ajoblanco,2,187,1,ajoblanco,187,1.0,False,"{""ajoblanco"": 187}"
ca,Catalan,entity_or_value,akeem adams,Akeem_Adams,2,82,1,akeem adams,82,1.0,False,"{""akeem adams"": 82}"
ca,Catalan,entity_or_value,akeem ayers,Akeem_Ayers,2,158,1,akeem ayers,158,1.0,False,"{""akeem ayers"": 158}"
ca,Catalan,entity_or_value,akeem dent,Akeem_Dent,2,92,1,akeem dent,92,1.0,False,"{""akeem dent"": 92}"
ca,Catalan,entity_or_value,akeem priestley,Akeem_Priestley,2,79,1,akeem priestley,79,1.0,False,"{""akeem priestley"": 79}"
ca,Catalan,entity_or_value,akihito,Akihito,2,5,1,akihito,5,1.0,False,"{""akihito"": 5}"
ca,Catalan,entity_or_value,akita museum of art,Akita_Museum_of_Art,2,90,1,museu d'art d'akita,90,1.0,False,"{""museu d'art d'akita"": 90}"
ca,Catalan,entity_or_value,akita prefecture,Akita_Prefecture,2,48,1,prefectura d'akita,48,1.0,False,"{""prefectura d'akita"": 48}"
ca,Catalan,entity_or_value,"akita, akita","Akita,_Akita",2,74,1,"akita, akita",74,1.0,False,"{""akita, akita"": 74}"
ca,Catalan,entity_or_value,akron metro futbol club summit assault,"""Akron Metro Futbol Club Summit Assault""",2,2,1,akron metro futbol club summit assault,2,1.0,False,"{""akron metro futbol club summit assault"": 2}"
ca,Catalan,entity_or_value,akron summit assault,Akron_Summit_Assault,2,68,1,akron summit assault,68,1.0,False,"{""akron summit assault"": 68}"
ca,Catalan,entity_or_value,"akron, ohio","Akron,_Ohio",2,154,1,"akron, ohio",154,1.0,False,"{""akron, ohio"": 154}"
ca,Catalan,entity_or_value,aktieselskab,Aktieselskab,2,15,1,aktieselskab,15,1.0,False,"{""aktieselskab"": 15}"
ca,Catalan,entity_or_value,"al anbar province, iraq","""Al Anbar Province, Iraq""",2,16,1,"província d'al anbar, iraq",16,1.0,False,"{""província d'al anbar, iraq"": 16}"
ca,Catalan,entity_or_value,al anderson (nrbq band),Al_Anderson_(NRBQ band),2,192,1,al anderson (banda nrbq),192,1.0,False,"{""al anderson (banda nrbq)"": 192}"
ca,Catalan,entity_or_value,al asad airbase,Al_Asad_Airbase,2,171,1,base aèria al asad,171,1.0,False,"{""base aèria al asad"": 171}"
ca,Catalan,entity_or_value,al kharaitiyat sc,Al_Kharaitiyat_SC,2,99,1,al kharaitiyat sc,99,1.0,False,"{""al kharaitiyat sc"": 99}"
ca,Catalan,entity_or_value,al khor,Al_Khor,2,35,1,al khor (municipi),35,1.0,False,"{""al khor (municipi)"": 35}"
ca,Catalan,entity_or_value,al shorta sc,Al_Shorta_SC,2,8,1,al shorta scsudan. kgm,8,1.0,False,"{""al shorta scsudan. kgm"": 8}"
ca,Catalan,entity_or_value,al-amin daggash,Al-Amin_Daggash,2,10,1,al- amin daggashsudan. kgm,10,1.0,False,"{""al- amin daggashsudan. kgm"": 10}"
ca,Catalan,entity_or_value,al-jaish sc (syria),Al-Jaish_SC_(Syria),2,4,1,al-jaish sc (siria),4,1.0,False,"{""al-jaish sc (siria)"": 4}"
ca,Catalan,entity_or_value,al-khor sports club,Al-Khor_Sports_Club,2,27,1,al-khor sc,27,1.0,False,"{""al-khor sc"": 27}"
ca,Catalan,entity_or_value,al-merrikh sc,Al-Merrikh_SC,2,3,1,al-merrikh sc,3,1.0,False,"{""al-merrikh sc"": 3}"
ca,Catalan,entity_or_value,al-naft,Al-Naft,2,5,1,al- naftalgeria. kgm,5,1.0,False,"{""al- naftalgeria. kgm"": 5}"
ca,Catalan,entity_or_value,al-quwa al-jawiya,Al-Quwa_Al-Jawiya,2,5,1,al-quwa al-jawiya,5,1.0,False,"{""al-quwa al-jawiya"": 5}"
ca,Catalan,entity_or_value,al-shamal sports club,Al-Shamal_Sports_Club,2,3,1,al-shamal sc,3,1.0,False,"{""al-shamal sc"": 3}"
ca,Catalan,entity_or_value,al-talaba sc,Al-Talaba_SC,2,2,1,al- talaba scalgeria. kgm,2,1.0,False,"{""al- talaba scalgeria. kgm"": 2}"
ca,Catalan,entity_or_value,al-taqaddum air base,Al-Taqaddum_Air_Base,2,37,1,base aèria al-taqaddum,37,1.0,False,"{""base aèria al-taqaddum"": 37}"
ca,Catalan,entity_or_value,al-wakrah sport club,Al-Wakrah_Sport_Club,2,12,1,club esportiu al-wakrah,12,1.0,False,"{""club esportiu al-wakrah"": 12}"
ca,Catalan,entity_or_value,al-zawra'a sc,Al-Zawra'a_SC,2,12,1,al-zawraa sc bagdad,12,1.0,False,"{""al-zawraa sc bagdad"": 12}"
ca,Catalan,entity_or_value,alaa abdul-zahra,Alaa_Abdul-Zahra,2,117,1,alaa abdul-zahra,117,1.0,False,"{""alaa abdul-zahra"": 117}"
ca,Catalan,entity_or_value,alabama,Alabama,2,56,1,alabama,56,1.0,False,"{""alabama"": 56}"
ca,Catalan,entity_or_value,alagoas,Alagoas,2,3,1,alagoas,3,1.0,False,"{""alagoas"": 3}"
ca,Catalan,entity_or_value,alan b. miller hall,Alan_B._Miller_Hall,2,326,1,alan b. miller hall,326,1.0,False,"{""alan b. miller hall"": 326}"
ca,Catalan,entity_or_value,alan bean,Alan_Bean,2,410,1,alan bean,410,1.0,False,"{""alan bean"": 410}"
ca,Catalan,entity_or_value,alan fitzsimmons,Alan_Fitzsimmons,2,6,1,alan fitzsimmons,6,1.0,False,"{""alan fitzsimmons"": 6}"
ca,Catalan,entity_or_value,alan frew,Alan_Frew,2,98,1,alan frew,98,1.0,False,"{""alan frew"": 98}"
ca,Catalan,entity_or_value,alan jaggs,Alan_Jaggs,2,18,1,alan jaggs,18,1.0,False,"{""alan jaggs"": 18}"
ca,Catalan,entity_or_value,alan lavern bean,"""Alan LaVern Bean""",2,2,1,alan lavern bean,2,1.0,False,"{""alan lavern bean"": 2}"
ca,Catalan,entity_or_value,alan martin (footballer),Alan_Martin_(footballer),2,96,1,alan martin (futbolista),96,1.0,False,"{""alan martin (futbolista)"": 96}"
ca,Catalan,entity_or_value,alan shepard,Alan_Shepard,2,669,1,alan shepard,669,1.0,False,"{""alan shepard"": 669}"
ca,Catalan,entity_or_value,alan tudyk,Alan_Tudyk,2,5,1,alan tudyk,5,1.0,False,"{""alan tudyk"": 5}"
ca,Catalan,entity_or_value,alba,Alba,2,10,1,alba,10,1.0,False,"{""alba"": 10}"
ca,Catalan,entity_or_value,alba county,Alba_County,2,9,1,província d'alba,9,1.0,False,"{""província d'alba"": 9}"
ca,Catalan,entity_or_value,alba iulia,Alba_Iulia,2,41,1,alba iulia,41,1.0,False,"{""alba iulia"": 41}"
ca,Catalan,entity_or_value,"albany, georgia","Albany,_Georgia",2,128,1,"albany, geòrgia",128,1.0,False,"{""albany, geòrgia"": 128}"
ca,Catalan,entity_or_value,"albany, oregon","Albany,_Oregon",2,120,1,"albany, oregon",120,1.0,False,"{""albany, oregon"": 120}"
ca,Catalan,entity_or_value,albennie jones,Albennie_Jones,2,135,1,albennie jones,135,1.0,False,"{""albennie jones"": 135}"
ca,Catalan,entity_or_value,albert b. white,Albert_B._White,2,199,1,albert b. white,199,1.0,False,"{""albert b. white"": 199}"
ca,Catalan,entity_or_value,albert e. austin,Albert_E._Austin,2,10,1,albert e. austin,10,1.0,False,"{""albert e. austin"": 10}"
ca,Catalan,entity_or_value,albert jennings fountain,Albert_Jennings_Fountain,2,169,1,albert jennings fountain,169,1.0,False,"{""albert jennings fountain"": 169}"
ca,Catalan,entity_or_value,albert uderzo,Albert_Uderzo,2,5,1,albert uderzo,5,1.0,False,"{""albert uderzo"": 5}"
ca,Catalan,entity_or_value,alberto teisaire,Alberto_Teisaire,2,154,1,alberto teisaire,154,1.0,False,"{""alberto teisaire"": 154}"
ca,Catalan,entity_or_value,albuquerque city council,Albuquerque_City_Council,2,21,1,ajuntament d'albuquerque,21,1.0,False,"{""ajuntament d'albuquerque"": 21}"
ca,Catalan,entity_or_value,"albuquerque, new mexico","Albuquerque,_New_Mexico",2,182,1,"albuquerque, new mexico",182,1.0,False,"{""albuquerque, new mexico"": 182}"
ca,Catalan,entity_or_value,alcatraz versus the evil librarians,Alcatraz_Versus_the_Evil_Librarians,2,126,1,alcatraz contra els malvats bibliotecaris,126,1.0,False,"{""alcatraz contra els malvats bibliotecaris"": 126}"
ca,Catalan,entity_or_value,alcatraz versus the scrivener's bones,Alcatraz_Versus_the_Scrivener's_Bones,2,6,1,alcatraz versus els ossos de l'escriptor,6,1.0,False,"{""alcatraz versus els ossos de l'escriptor"": 6}"
ca,Catalan,entity_or_value,alco rs-3,ALCO_RS-3,2,272,1,alco rs- 3constellation name (optional),272,1.0,False,"{""alco rs- 3constellation name (optional)"": 272}"
ca,Catalan,entity_or_value,alcobendas,Alcobendas,2,64,1,alcobendas,64,1.0,False,"{""alcobendas"": 64}"
ca,Catalan,entity_or_value,alderney,Alderney,2,26,1,alderney,26,1.0,False,"{""alderney"": 26}"
ca,Catalan,entity_or_value,alderney airport,Alderney_Airport,2,93,1,aeroport d'alderney,93,1.0,False,"{""aeroport d'alderney"": 93}"
ca,Catalan,entity_or_value,aldershot town f.c.,Aldershot_Town_F.C.,2,5,1,aldershot town f.c. (anglès),5,1.0,False,"{""aldershot town f.c. (anglès)"": 5}"
ca,Catalan,entity_or_value,"aleksander barkov, jr.","Aleksander_Barkov,_Jr.",2,52,1,"aleksander barkov, jr.",52,1.0,False,"{""aleksander barkov, jr."": 52}"
ca,Catalan,entity_or_value,aleksandr chumakov,Aleksandr_Chumakov,2,75,1,aleksandr chumakov,75,1.0,False,"{""aleksandr chumakov"": 75}"
ca,Catalan,entity_or_value,aleksandr prudnikov,Aleksandr_Prudnikov,2,216,1,aleksandr prudnikov,216,1.0,False,"{""aleksandr prudnikov"": 216}"
ca,Catalan,entity_or_value,aleksandr tukmanov,Aleksandr_Tukmanov,2,7,1,aleksandr tukmanov,7,1.0,False,"{""aleksandr tukmanov"": 7}"
ca,Catalan,entity_or_value,aleksandra kovač,Aleksandra_Kovač,2,155,1,aleksandra kovač,155,1.0,False,"{""aleksandra kovač"": 155}"
ca,Catalan,entity_or_value,aleksandre guruli,Aleksandre_Guruli,2,91,1,aleksandre guruli,91,1.0,False,"{""aleksandre guruli"": 91}"
ca,Catalan,entity_or_value,aleksey chirikov (icebreaker),Aleksey_Chirikov_(icebreaker),2,117,1,aleksey chirikov (trencaglaç),117,1.0,False,"{""aleksey chirikov (trencaglaç)"": 117}"
ca,Catalan,entity_or_value,alessandro dal canto,Alessandro_Dal_Canto,2,7,1,alessandro dal canto,7,1.0,False,"{""alessandro dal canto"": 7}"
ca,Catalan,entity_or_value,alessio romagnoli,Alessio_Romagnoli,2,136,1,alessio romagnoli,136,1.0,False,"{""alessio romagnoli"": 136}"
ca,Catalan,entity_or_value,alex day,Alex_Day,2,111,1,alex day,111,1.0,False,"{""alex day"": 111}"
ca,Catalan,entity_or_value,alex plante,Alex_Plante,2,54,1,alex plante,54,1.0,False,"{""alex plante"": 54}"
ca,Catalan,entity_or_value,alex tyus,Alex_Tyus,2,56,1,alex tyus,56,1.0,False,"{""alex tyus"": 56}"
ca,Catalan,entity_or_value,alexander l. wolf,Alexander_L._Wolf,2,2,1,alexander l. wolf,2,1.0,False,"{""alexander l. wolf"": 2}"
ca,Catalan,entity_or_value,alexander nouri,Alexander_Nouri,2,7,1,alexander nouri,7,1.0,False,"{""alexander nouri"": 7}"
ca,Catalan,entity_or_value,"alexandria, indiana","Alexandria,_Indiana",2,59,1,"alexandria, indiana",59,1.0,False,"{""alexandria, indiana"": 59}"
ca,Catalan,entity_or_value,"alexandria, virginia","Alexandria,_Virginia",2,5,1,"alexandria, virgínia",5,1.0,False,"{""alexandria, virgínia"": 5}"
ca,Catalan,entity_or_value,alexis tsipras,Alexis_Tsipras,2,22,1,alexis tsipras,22,1.0,False,"{""alexis tsipras"": 22}"
ca,Catalan,entity_or_value,alfa romeo 164,Alfa_Romeo_164,2,169,1,alfa romeo 164,169,1.0,False,"{""alfa romeo 164"": 169}"
ca,Catalan,entity_or_value,alfa romeo 168,"""Alfa Romeo 168""",2,15,1,alfa romeo 168,15,1.0,False,"{""alfa romeo 168"": 15}"
ca,Catalan,entity_or_value,alfons gorbach,Alfons_Gorbach,2,170,1,alfons gorbach,170,1.0,False,"{""alfons gorbach"": 170}"
ca,Catalan,entity_or_value,alfonso xiii of spain,Alfonso_XIII_of_Spain,2,11,1,alfons xiii d'espanya,11,1.0,False,"{""alfons xiii d'espanya"": 11}"
ca,Catalan,entity_or_value,alfred garth jones,Alfred_Garth_Jones,2,152,1,alfred garth jones,152,1.0,False,"{""alfred garth jones"": 152}"
ca,Catalan,entity_or_value,alfred giles (architect),Alfred_Giles_(architect),2,10,1,alfred giles (arquitecte),10,1.0,False,"{""alfred giles (arquitecte)"": 10}"
ca,Catalan,entity_or_value,alfred moore scales,Alfred_Moore_Scales,2,99,1,alfred moore scales,99,1.0,False,"{""alfred moore scales"": 99}"
ca,Catalan,entity_or_value,alfred n. phillips,Alfred_N._Phillips,2,80,1,alfred n. phillips,80,1.0,False,"{""alfred n. phillips"": 80}"
ca,Catalan,entity_or_value,alfred worden,Alfred_Worden,2,18,1,alfred worden,18,1.0,False,"{""alfred worden"": 18}"
ca,Catalan,entity_or_value,alfredo zitarrosa,Alfredo_Zitarrosa,2,142,1,alfredo zitarrosa,142,1.0,False,"{""alfredo zitarrosa"": 142}"
ca,Catalan,entity_or_value,alhambra,Alhambra,2,112,1,alhambra,112,1.0,False,"{""alhambra"": 112}"
ca,Catalan,entity_or_value,alianza f.c.,Alianza_F.C.,2,4,1,"asociación cívica, social y deportiva alianza",4,1.0,False,"{""asociación cívica, social y deportiva alianza"": 4}"
ca,Catalan,entity_or_value,alison o'donnell,Alison_O'Donnell,2,244,1,alison o'donnell,244,1.0,False,"{""alison o'donnell"": 244}"
ca,Catalan,entity_or_value,alkmaar zaanstreek,"""Alkmaar Zaanstreek""",2,4,1,alkmaar zaanstreek,4,1.0,False,"{""alkmaar zaanstreek"": 4}"
ca,Catalan,entity_or_value,all india council for technical education,All_India_Council_for_Technical_Education,2,86,1,all india council for technical education (consell de l'índia per a l'educació tècnica),86,1.0,False,"{""all india council for technical education (consell de l'índia per a l'educació tècnica)"": 86}"
ca,Catalan,entity_or_value,allama iqbal international airport,Allama_Iqbal_International_Airport,2,153,1,aeroport internacional allama iqbal,153,1.0,False,"{""aeroport internacional allama iqbal"": 153}"
ca,Catalan,entity_or_value,allan sandage,Allan_Sandage,2,14,1,allan sandage,14,1.0,False,"{""allan sandage"": 14}"
ca,Catalan,entity_or_value,allan shivers,Allan_Shivers,2,72,1,allan shivers,72,1.0,False,"{""allan shivers"": 72}"
ca,Catalan,entity_or_value,allen forrest,Allen_Forrest,2,133,1,allen forrest,133,1.0,False,"{""allen forrest"": 133}"
ca,Catalan,entity_or_value,alley award,Alley_Award,2,2,1,premi alley,2,1.0,False,"{""premi alley"": 2}"
ca,Catalan,entity_or_value,alliance films corporation,Alliance_Films_Corporation,2,7,1,alliance films corporation,7,1.0,False,"{""alliance films corporation"": 7}"
ca,Catalan,entity_or_value,alliant techsystems,Alliant_Techsystems,2,7,1,alliant techsystems,7,1.0,False,"{""alliant techsystems"": 7}"
