variant_id,base_pair_key,record_key,language,language_label,qa_track,corruption_type,severity,declared_size,source_lid,variant_lid,source_triples,clean_target_triples,variant_target_triples,source_text,clean_target_text,variant_target_text,xml_duplicate_target_lex,xml_path,split,triple_bucket,category,eid,is_benign,consistency_group_id,perturbation_pair_id,removed_token_fraction,alternative_reference_lid,alternative_source_text,qa21_instance_key,text_similarity,triple_similarity,predicate_similarity,structured_predicate_review_flag,predicate_pair_count,predicate_alignment_valid,source_target_literal_preservation,source_literal_count,target_triple_count,minimum_triple_coverage,minimum_text_groundedness,textual_unit_count,target_text_literal_retention,target_literal_count,english_literal_eligible,target_literal_full_success,coverage_threshold,groundedness_threshold,coverage_margin,groundedness_margin,english_calibrated_coverage_pass,english_calibrated_groundedness_pass,english_triple_count,english_minimum_triple_coverage,english_minimum_text_groundedness,manual_target_triples_correct,manual_text_adequacy_1_5,manual_all_facts_expressed,manual_unsupported_addition,manual_entities_values_correct,manual_notes
original__ca__e974c74ba388,train/1triples/WrittenWork_allSolutions.xml::Id30::Id2,train/1triples/WrittenWork_allSolutions.xml::Id30,ca,Catalan,CLEAN,clean,clean,1,Id2,Id2,['A.T._Charlie_Johnson | residence | United_States'],"[""A.T._Charlie_Johnson | Residència | Estats_Units_d'Amèrica""]","[""A.T._Charlie_Johnson | Residència | Estats_Units_d'Amèrica""]",The United States is the residence of A T Charlie Johnson.,Els Estats Units són la residència d'A T Charlie Johnson.,Els Estats Units són la residència d'A T Charlie Johnson.,False,train/1triples/WrittenWork_allSolutions.xml,train,1triples,WrittenWork,Id30,False,,,,,,original__ca__e974c74ba388,0.9731008410453796,0.877071738243103,0.8647281527519226,0.0,1,True,,0,1,0.7015142440795898,0.7015142440795898,1,,0,False,False,0.5896280944347382,0.5231981992721558,0.11188614964485166,0.17831604480743402,True,True,1,0.748885452747345,0.7488853931427002,,,,,,
original__ca__dc27f456ba6f,train/3triples/Politician.xml::Id226::Id3,train/3triples/Politician.xml::Id226,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Austria | leader | Doris_Bures', 'Alfons_Gorbach | deathPlace | Styria', 'Alfons_Gorbach | birthPlace | Austria']","['Àustria | Líder | Doris_Bures', 'Alfons_Gorbach | LlocDeLaMort | Estíria', 'Alfons_Gorbach | LlocDeNaixement | Àustria']","['Àustria | Líder | Doris_Bures', 'Alfons_Gorbach | LlocDeLaMort | Estíria', 'Alfons_Gorbach | LlocDeNaixement | Àustria']","Alfons Gorbach, who was born in Austria where the leader is Doris Bures, later died in Styria.","Alfons Gorbach, que va néixer a Àustria on el líder és Doris Bures, va morir més tard a Estíria.","Alfons Gorbach, que va néixer a Àustria on el líder és Doris Bures, va morir més tard a Estíria.",False,train/3triples/Politician.xml,train,3triples,Politician,Id226,False,,,,,,original__ca__dc27f456ba6f,0.928535521030426,0.9605402946472168,0.6923468112945557,0.0,3,True,,0,3,0.42680829763412476,0.5789958238601685,1,,0,False,False,0.33754532784223557,0.4270522966980934,0.08926296979188919,0.15194352716207504,True,True,3,0.47494247555732727,0.598174512386322,,,,,,
original__ca__f11f2d945835,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id95::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id95,ca,Catalan,CLEAN,clean,clean,5,Id2,Id2,"['Mermaid_(Train_song) | releaseDate | 2012-12-27', ""Mermaid_(Train_song) | precededBy | This'll_Be_My_Year"", 'Mermaid_(Train_song) | writer | Espen_Lind', 'Mermaid_(Train_song) | runtime | 3.16', 'Mermaid_(Train_song) | writer | Amund_Bjørklund']","['Sirena_(cançó_de_tren) | DataDeLlançament | 2012-12-27', 'Sirena_(cançó_de_tren) | PreceditPer | Aquest_serà_el_meu_any', 'Sirena_(cançó_de_tren) | Escriptor | Espen_Lind', ""Sirena_(cançó_de_tren) | TempsD'execució | 3.16"", 'Sirena_(cançó_de_tren) | Escriptor | Amund_Bjørklund']","['Sirena_(cançó_de_tren) | DataDeLlançament | 2012-12-27', 'Sirena_(cançó_de_tren) | PreceditPer | Aquest_serà_el_meu_any', 'Sirena_(cançó_de_tren) | Escriptor | Espen_Lind', ""Sirena_(cançó_de_tren) | TempsD'execució | 3.16"", 'Sirena_(cançó_de_tren) | Escriptor | Amund_Bjørklund']","Train released their song Mermaid on December 27th, 2012. The song was written by Amund Bjorklund and Espen Lind, and runs three minutes and sixteen seconds long. Train's most recent song before Mermaid was This'll Be My Year.","Train va llançar la seva cançó Mermaid el 27 de desembre de 2012. La cançó va ser escrita per Amund Bjorklund i Espen Lind, i té una durada de tres minuts i setze segons. La cançó més recent de Train abans de Mermaid va ser This'll Be My Year.","Train va llançar la seva cançó Mermaid el 27 de desembre de 2012. La cançó va ser escrita per Amund Bjorklund i Espen Lind, i té una durada de tres minuts i setze segons. La cançó més recent de Train abans de Mermaid va ser This'll Be My Year.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id95,False,,,,,,original__ca__f11f2d945835,0.9637352228164673,0.6928870677947998,0.7566504359245301,0.0,5,True,1.0,4,5,0.26867449283599854,0.21620221436023712,3,0.75,4,False,False,0.25082006603479384,0.3705099388957024,0.017854426801204692,-0.15430772453546526,True,False,5,0.6933069229125977,0.38190269470214844,,,,,,
original__ca__1068a3ec3fdd,train/3triples/Food.xml::Id122::Id2,train/3triples/Food.xml::Id122,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Bacon_sandwich | dishVariation | BLT', 'Bacon_sandwich | country | United_Kingdom', 'Bacon_sandwich | ingredient | Brown_sauce']","['Sandwich_de_pastís | VariacióDelPlat | BLT', 'Sandwich_de_pastís | País | Regne_Unit', 'Sandwich_de_pastís | Ingredient | Salsa_marró']","['Sandwich_de_pastís | VariacióDelPlat | BLT', 'Sandwich_de_pastís | País | Regne_Unit', 'Sandwich_de_pastís | Ingredient | Salsa_marró']","A variation of the BLT, the bacon sandwich is from the United Kingdom and can contain brown sauce.","Una variació del BLT, el sandvitx de bacó és del Regne Unit i pot contenir salsa marró.","Una variació del BLT, el sandvitx de bacó és del Regne Unit i pot contenir salsa marró.",False,train/3triples/Food.xml,train,3triples,Food,Id122,False,,,,,,original__ca__1068a3ec3fdd,0.8709673881530762,0.8391886949539185,0.7969379921754202,0.0,3,True,,0,3,0.5665180683135986,0.6163023710250854,1,,0,False,False,0.33754532784223557,0.4270522966980934,0.22897274047136307,0.18925007432699203,True,True,3,0.7054049968719482,0.7342008352279663,,,,,,
original__ca__2274934dd0e3,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id874::Id3,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id874,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Lady_Anne_Monson | deathDate | 1776-02-18', 'Lady_Anne_Monson | birthPlace | Kingdom_of_England', 'Lady_Anne_Monson | nationality | Kingdom_of_England']","['Lady_Anne_Monson | DataDeMort | 1776-02-18', ""Lady_Anne_Monson | LlocDeNaixement | Regne_d'Anglaterra"", ""Lady_Anne_Monson | Nacionalitat | Regne_d'Anglaterra""]","['Lady_Anne_Monson | DataDeMort | 1776-02-18', ""Lady_Anne_Monson | LlocDeNaixement | Regne_d'Anglaterra"", ""Lady_Anne_Monson | Nacionalitat | Regne_d'Anglaterra""]","Lady Anne Monson was born in the Kingdom of England and has an English Nationality, she died on 1776-02-18.","Lady Anne Monson va néixer al Regne d'Anglaterra i té una nacionalitat anglesa, va morir el 1776-02-18.","Lady Anne Monson va néixer al Regne d'Anglaterra i té una nacionalitat anglesa, va morir el 1776-02-18.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id874,False,,,,,,original__ca__2274934dd0e3,0.993595540523529,0.9406675696372986,0.5836241543292999,0.0,3,True,1.0,3,3,0.5070907473564148,0.6525459289550781,1,1.0,3,True,True,0.33754532784223557,0.4270522966980934,0.16954541951417923,0.2254936322569847,True,True,3,0.6020658016204834,0.6813400983810425,,,,,,
original__ca__232d8caae797,train/2triples/Politician.xml::Id132::Id2,train/2triples/Politician.xml::Id132,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['Airey_Neave | battle | World_War_II', 'World_War_II | commander | Benito_Mussolini']","['Airey_Neave | Batalla | Segona_Guerra_Mundial', 'Segona_Guerra_Mundial | Comandant | Benito_Mussolini']","['Airey_Neave | Batalla | Segona_Guerra_Mundial', 'Segona_Guerra_Mundial | Comandant | Benito_Mussolini']",Airey Neave was in World War II and a commander there was Benito Mussolini.,Airey Neave estava a la Segona Guerra Mundial i un comandant allà era Benito Mussolini.,Airey Neave estava a la Segona Guerra Mundial i un comandant allà era Benito Mussolini.,False,train/2triples/Politician.xml,train,2triples,Politician,Id132,False,,,,,,original__ca__232d8caae797,0.9740597605705261,0.9709044098854065,0.9818725883960724,0.0,2,True,,0,2,0.5794670581817627,0.7357418537139893,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.1634329378604889,0.25153512954711915,True,True,2,0.6011399626731873,0.7036547064781189,,,,,,
original__ca__dd0a7d581418,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id771::Id1,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id771,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama', 'Brandon_Carter | birthPlace | England']","['Brandon_Carter | AssessorDoctoral | Dennis_William_Sciama', 'Brandon_Carter | LlocDeNaixement | Anglaterra']","['Brandon_Carter | AssessorDoctoral | Dennis_William_Sciama', 'Brandon_Carter | LlocDeNaixement | Anglaterra']","Brandon Carter, born in England, had Dennis William Sciama as his doctoral advisor.","Brandon Carter, nascut a Anglaterra, tenia Dennis William Sciama com el seu conseller de doctorat.","Brandon Carter, nascut a Anglaterra, tenia Dennis William Sciama com el seu conseller de doctorat.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id771,False,,,,,,original__ca__dd0a7d581418,0.9740619659423828,0.9163579940795898,0.6648764312267303,0.0,2,True,,0,2,0.427040696144104,0.6416072249412537,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.011006575822830211,0.15740050077438356,True,True,2,0.4459702670574188,0.69289231300354,,,,,,
original__ca__8634d12ea925,train/2triples/CelestialBody.xml::Id63::Id2,train/2triples/CelestialBody.xml::Id63,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['1036_Ganymed | rotationPeriod | 37116.0', '1036_Ganymed | apoapsis | 611961000.0 (kilometres)']","['(1036)_Ganymed | PeríodeDeRotació | 37116.0', '(1036)_Ganymed | Apoapsis | 611961000.0_(kilòmetres)']","['(1036)_Ganymed | PeríodeDeRotació | 37116.0', '(1036)_Ganymed | Apoapsis | 611961000.0_(kilòmetres)']","1036 Ganymed has a rotational period of 37116.0, and an apoapsis of 611961000.0 kilometres.","1036 Ganimedes té un període de rotació de 37116,0, i una apoapsis de 611961000,0 quilòmetres.","1036 Ganimedes té un període de rotació de 37116,0, i una apoapsis de 611961000,0 quilòmetres.",False,train/2triples/CelestialBody.xml,train,2triples,CelestialBody,Id63,False,,,,,,original__ca__8634d12ea925,0.9547566175460815,0.9388415217399597,0.7768678665161133,0.0,2,True,1.0,3,2,0.4581228494644165,0.6457939147949219,1,1.0,3,True,True,0.4160341203212738,0.4842067241668701,0.04208872914314271,0.16158719062805177,True,True,2,0.6466881632804871,0.6716391444206238,,,,,,
original__ca__522abbefb0c4,train/1triples/Food_allSolutions.xml::Id142::Id1,train/1triples/Food_allSolutions.xml::Id142,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['Beef_kway_teow | ingredient | Sesame_oil'],['Vedella_kway_teow | Ingredient | oli_de_sèsam'],['Vedella_kway_teow | Ingredient | oli_de_sèsam'],Sesame oil is an ingredient in beef kway teow.,L'oli de sèsam és un ingredient de la carn de vedella kway teow.,L'oli de sèsam és un ingredient de la carn de vedella kway teow.,False,train/1triples/Food_allSolutions.xml,train,1triples,Food,Id142,False,,,,,,original__ca__522abbefb0c4,0.7806506752967834,0.6946650743484497,0.9999997615814209,0.0,1,True,,0,1,0.5936630964279175,0.5936629772186279,1,,0,False,False,0.5896280944347382,0.5231981992721558,0.004035001993179299,0.0704647779464721,True,True,1,0.8736445903778076,0.8736446499824524,,,,,,
original__ca__d9e6fa3d9187,train/1triples/City_allSolutions.xml::Id136::Id1,train/1triples/City_allSolutions.xml::Id136,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,"['Attica,_Indiana | isPartOf | Logan_Township,_Fountain_County,_Indiana']","['Atticausa._kgm | ÉsPartDe | Logan_Township,_comtat_de_Fountain,_Indiana']","['Atticausa._kgm | ÉsPartDe | Logan_Township,_comtat_de_Fountain,_Indiana']","Attica, Indiana is part of Logan Township, Fountain County, Indiana.","Attica, Indiana és part del municipi de Logan, comtat de Fountain, Indiana.","Attica, Indiana és part del municipi de Logan, comtat de Fountain, Indiana.",False,train/1triples/City_allSolutions.xml,train,1triples,City,Id136,False,,,,,,original__ca__d9e6fa3d9187,0.9684965014457703,0.8999584317207336,0.5100181102752686,0.0,1,True,,0,1,0.711795449256897,0.7117955684661865,1,,0,False,False,0.5896280944347382,0.5231981992721558,0.12216735482215879,0.1885973691940307,True,True,1,0.8901597261428833,0.8901597261428833,,,,,,
original__ca__5b41c011920d,train/3triples/SportsTeam.xml::Id72::Id3,train/3triples/SportsTeam.xml::Id72,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['A.F.C._Blackpool | manager | Stuart_Parker_(footballer)', 'Stuart_Parker_(footballer) | club | KV_Mechelen', 'Stuart_Parker_(footballer) | club | Stockport_County_F.C.']","['A.F.C._Blackpool | Gerent | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Trèvols | RYKV_Mechelen', 'Stuart_Parker_(futbolista) | Trèvols | Stockport_County']","['A.F.C._Blackpool | Gerent | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Trèvols | RYKV_Mechelen', 'Stuart_Parker_(futbolista) | Trèvols | Stockport_County']",AFC Blackpool have had Stuart Parker as their manager. He has also represented the club KV Mechelen and once played for Stockport County FC.,L'AFC Blackpool ha tingut Stuart Parker com a entrenador. També ha representat el club KV Mechelen i una vegada va jugar per l'Stockport County FC.,L'AFC Blackpool ha tingut Stuart Parker com a entrenador. També ha representat el club KV Mechelen i una vegada va jugar per l'Stockport County FC.,False,train/3triples/SportsTeam.xml,train,3triples,SportsTeam,Id72,False,,,,,,original__ca__5b41c011920d,0.9672191739082336,0.9336543083190918,0.45421745379765827,0.0,3,True,,0,3,0.43677306175231934,0.24197542667388916,2,,0,False,False,0.33754532784223557,0.4270522966980934,0.09922773391008377,-0.18507687002420425,True,False,3,0.5912639498710632,0.5187677145004272,,,,,,
original__ca__6e11d2181682,train/4triples/Company.xml::Id23::Id1,train/4triples/Company.xml::Id23,ca,Catalan,CLEAN,clean,clean,4,Id1,Id1,"['GMA_New_Media | foundingDate | 2000-01-01', 'GMA_New_Media | product | Mobile_Applications', 'GMA_New_Media | industry | Mass_Media', 'GMA_New_Media | keyPerson | Felipe_Gozon']","['GMA_New_Media | DataDeFundació | 2000-01-01', 'GMA_New_Media | Producte | Aplicacions_mòbils', 'GMA_New_Media | Indústria | mitjà_de_comunicació_de_massa', 'GMA_New_Media | PersonaClau | Felipe_Gozon']","['GMA_New_Media | DataDeFundació | 2000-01-01', 'GMA_New_Media | Producte | Aplicacions_mòbils', 'GMA_New_Media | Indústria | mitjà_de_comunicació_de_massa', 'GMA_New_Media | PersonaClau | Felipe_Gozon']","GMA New Media, a mass media company offering products such as mobile applications, was founded on January 1, 2000. Felipe Gozon is a key person at the company.","GMA New Media, una empresa de mitjans de comunicació que ofereix productes com ara aplicacions mòbils, va ser fundada l'1 de gener del 2000 i Felipe Gozon és una persona clau en l'empresa.","GMA New Media, una empresa de mitjans de comunicació que ofereix productes com ara aplicacions mòbils, va ser fundada l'1 de gener del 2000 i Felipe Gozon és una persona clau en l'empresa.",False,train/4triples/Company.xml,train,4triples,Company,Id23,False,,,,,,original__ca__6e11d2181682,0.9867951273918152,0.9241557121276855,0.842523068189621,0.0,4,True,1.0,2,4,0.5479694604873657,0.6410855650901794,1,1.0,2,True,True,0.28582777082920074,0.3673718720674515,0.262141689658165,0.27371369302272797,True,True,4,0.5828812122344971,0.5834164619445801,,,,,,
original__ca__715a4639faab,train/3triples/Athlete.xml::Id54::Id2,train/3triples/Athlete.xml::Id54,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Akeem_Adams | club | Ferencvárosi_TC', 'Akeem_Adams | club | United_Petrotrin_F.C.', 'United_Petrotrin_F.C. | ground | Palo_Seco']","['Akeem_Adams | Trèvols | Ferencvárosi_TC', 'Akeem_Adams | Trèvols | United_Petrotrin', 'United_Petrotrin | Terra | Palo_Seco']","['Akeem_Adams | Trèvols | Ferencvárosi_TC', 'Akeem_Adams | Trèvols | United_Petrotrin', 'United_Petrotrin | Terra | Palo_Seco']",Akeem Adams plays for Ferencvarosi TC and is a member of the United Petrotrin F.C. club who play in Palo Seco.,Akeem Adams juga pel Ferencvarosi TC i és membre del club United Petrotrin F.C. que juga a Palo Seco.,Akeem Adams juga pel Ferencvarosi TC i és membre del club United Petrotrin F.C. que juga a Palo Seco.,False,train/3triples/Athlete.xml,train,3triples,Athlete,Id54,False,,,,,,original__ca__715a4639faab,0.9812102317810059,0.844415545463562,0.5770476261774699,0.0,3,True,,0,3,0.3424685597419739,0.45009565353393555,2,,0,False,False,0.33754532784223557,0.4270522966980934,0.004923231899738312,0.023043356835842133,True,True,3,0.33352726697921753,0.44738155603408813,,,,,,
original__ca__899b006fc372,dev/4triples/Building.xml::Id12::Id3,dev/4triples/Building.xml::Id12,ca,Catalan,CLEAN,clean,clean,4,Id3,Id3,"['Adisham_Hall | location | Sri_Lanka', 'Adisham_Hall | architecturalStyle | Tudor_Revival_architecture', 'Adisham_Hall | completionDate | 1931', 'Adisham_Hall | buildingStartDate | ""1927""']","['Adisham_Hall | Ubicació | Sri_Lanka', 'Adisham_Hall | EstilArquitectònic | Arquitectura_Tudor_Revival', 'Adisham_Hall | DataDeFinalització | 1931', ""Adisham_Hall | DataD'IniciDeLaConstrucció | 1927""]","['Adisham_Hall | Ubicació | Sri_Lanka', 'Adisham_Hall | EstilArquitectònic | Arquitectura_Tudor_Revival', 'Adisham_Hall | DataDeFinalització | 1931', ""Adisham_Hall | DataD'IniciDeLaConstrucció | 1927""]","Designed in the Tudor Revival architectural style, Adisham Hall is located in Sri Lanka and was built in 1927 and completed in 1931.","Dissenyat en l'estil arquitectònic del Renaixement Tudor, Adisham Hall es troba a Sri Lanka i va ser construït el 1927 i completat el 1931.","Dissenyat en l'estil arquitectònic del Renaixement Tudor, Adisham Hall es troba a Sri Lanka i va ser construït el 1927 i completat el 1931.",False,dev/4triples/Building.xml,dev,4triples,Building,Id12,False,,,,,,original__ca__899b006fc372,0.986808180809021,0.9332640171051025,0.7587994933128357,0.0,4,True,1.0,2,4,0.27755141258239746,0.525559663772583,1,1.0,2,True,True,0.28582777082920074,0.3673718720674515,-0.008276358246803284,0.15818779170513153,False,True,4,0.4778227210044861,0.5854326486587524,,,,,,
original__ca__ff2254f965bb,train/5triples/Astronaut.xml::Id65::Id2,train/5triples/Astronaut.xml::Id65,ca,Catalan,CLEAN,clean,clean,5,Id2,Id2,"['Elliot_See | almaMater | University_of_Texas_at_Austin', 'University_of_Texas_at_Austin | affiliation | University_of_Texas_System', 'University_of_Texas_at_Austin | competeIn | Big_12_Conference', 'Elliot_See | deathPlace | St._Louis', 'Elliot_See | deathDate | ""1966-02-28""']","['Elliot_See | AlmaMater | Universitat_de_Texas_a_Austin', 'Universitat_de_Texas_a_Austin | Afiliació | Sistema_Universitari_de_Texas', 'Universitat_de_Texas_a_Austin | CompetirIn | Big_12_Conference', 'Elliot_See | LlocDeLaMort | Saint_Louis', 'Elliot_See | DataDeMort | 1966-02-28']","['Elliot_See | AlmaMater | Universitat_de_Texas_a_Austin', 'Universitat_de_Texas_a_Austin | Afiliació | Sistema_Universitari_de_Texas', 'Universitat_de_Texas_a_Austin | CompetirIn | Big_12_Conference', 'Elliot_See | LlocDeLaMort | Saint_Louis', 'Elliot_See | DataDeMort | 1966-02-28']","Elliot See attended the University of Texas at Austin (part of the University of Texas System) who are competing in the Big 12 Conference. Elliot See died on February 28, 1966 in St. Louis.",Elliot See va assistir a la Universitat de Texas a Austin (part del sistema de la Universitat de Texas) que competeixen en la Conferència Big 12. Elliot See va morir el 28 de febrer de 1966 a St. Louis.,Elliot See va assistir a la Universitat de Texas a Austin (part del sistema de la Universitat de Texas) que competeixen en la Conferència Big 12. Elliot See va morir el 28 de febrer de 1966 a St. Louis.,False,train/5triples/Astronaut.xml,train,5triples,Astronaut,Id65,False,,,,,,original__ca__ff2254f965bb,0.9774479269981384,0.8817894458770752,0.7141470491886139,1.0,5,True,1.0,4,5,0.29662877321243286,0.40161028504371643,3,1.0,4,True,True,0.25082006603479384,0.3705099388957024,0.04580870717763902,0.031100346148014046,True,True,5,0.3783523440361023,0.48031485080718994,,,,,,
original__ca__c79a01dfb3d2,train/5triples/Astronaut.xml::Id17::Id3,train/5triples/Astronaut.xml::Id17,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"['Alan_Shepard | almaMater | ""NWC, M.A. 1957""', 'Alan_Shepard | deathPlace | California', 'Alan_Shepard | birthPlace | New_Hampshire', 'Alan_Shepard | selectedByNasa | 1959', 'Alan_Shepard | nationality | United_States']","['Alan_Shepard | AlmaMater | NWC,_M.A._1957', 'Alan_Shepard | LlocDeLaMort | Califòrnia', 'Alan_Shepard | LlocDeNaixement | Nou_Hampshire', 'Alan_Shepard | SeleccionatPerLaNasa | 1959', ""Alan_Shepard | Nacionalitat | Estats_Units_d'Amèrica""]","['Alan_Shepard | AlmaMater | NWC,_M.A._1957', 'Alan_Shepard | LlocDeLaMort | Califòrnia', 'Alan_Shepard | LlocDeNaixement | Nou_Hampshire', 'Alan_Shepard | SeleccionatPerLaNasa | 1959', ""Alan_Shepard | Nacionalitat | Estats_Units_d'Amèrica""]",Alan Shepard was an American born in New Hampshire. He graduated from NWC MA in 1957 and was selected by NASA in 1950. He died in California.,Alan Shepard va ser un americà nascut a New Hampshire. Es va graduar de NWC MA el 1957 i va ser seleccionat per la NASA el 1950. Va morir a Califòrnia.,Alan Shepard va ser un americà nascut a New Hampshire. Es va graduar de NWC MA el 1957 i va ser seleccionat per la NASA el 1950. Va morir a Califòrnia.,False,train/5triples/Astronaut.xml,train,5triples,Astronaut,Id17,False,,,,,,original__ca__c79a01dfb3d2,0.9656922221183777,0.9287223815917969,0.7708164572715759,1.0,5,True,1.0,2,5,0.3718119263648987,0.20763731002807617,3,0.5,2,False,False,0.25082006603479384,0.3705099388957024,0.12099186033010484,-0.1628726288676262,True,False,5,0.5373395681381226,0.23959165811538696,,,,,,
original__ca__bb619b4827fd,train/2triples/Artist.xml::Id73::Id1,train/2triples/Artist.xml::Id73,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['Ahmet_Ertegun | genre | Rhythm_and_blues', 'Rhythm_and_blues | stylisticOrigin | Blues']","['Ahmet_Ertegun | Gènere | rhythm_and_blues', 'rhythm_and_blues | OrigenEstilístic | blues']","['Ahmet_Ertegun | Gènere | rhythm_and_blues', 'rhythm_and_blues | OrigenEstilístic | blues']",Ahmet Ertegun music genre are Rhythm and Blues which originated from blues music.,El gènere musical d'Ahmet Ertegun és el Rhythm and Blues que s'originà de la música blues.,El gènere musical d'Ahmet Ertegun és el Rhythm and Blues que s'originà de la música blues.,False,train/2triples/Artist.xml,train,2triples,Artist,Id73,False,,,,,,original__ca__bb619b4827fd,0.9259134531021118,0.9264928102493286,0.6303006410598755,0.0,2,True,,0,2,0.6002495884895325,0.6076006293296814,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.18421546816825868,0.12339390516281129,True,True,2,0.6414751410484314,0.7330033183097839,,,,,,
original__ca__fc5ef76be205,train/5triples/SportsTeam.xml::Id25::Id3,train/5triples/SportsTeam.xml::Id25,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"['Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C', 'Campeonato_Brasileiro_Série_C | country | Brazil', 'Agremiação_Sportiva_Arapiraquense | numberOfMembers | 17000', 'Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'AS_Arapiraquense | Terra | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'AS_Arapiraquense | Terra | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']","Vila Nova Futebol Clube have been champions of Campeonato Brasileiro Série C. league in Brazil. Agremiação Sportiva Arapiraquense, who have 17000 members, also play in the league and have their home ground at Estádio Municipal Coaracy da Mata Fonseca.","El Vila Nova Futebol Clube ha estat campió de la lliga brasilera Campeonato Brasileiro Série C. L'Agremiação Sportiva Arapiraquense, que té 17.000 membres, també juga a la lliga i té el seu estadi a l'Estádio Municipal Coaracy da Mata Fonseca.","El Vila Nova Futebol Clube ha estat campió de la lliga brasilera Campeonato Brasileiro Série C. L'Agremiação Sportiva Arapiraquense, que té 17.000 membres, també juga a la lliga i té el seu estadi a l'Estádio Municipal Coaracy da Mata Fonseca.",False,train/5triples/SportsTeam.xml,train,5triples,SportsTeam,Id25,False,,,,,,original__ca__fc5ef76be205,0.9482399821281433,0.9021507501602173,0.8141498327255249,0.0,5,True,1.0,1,5,0.2842126488685608,0.5649186968803406,2,1.0,1,True,True,0.25082006603479384,0.3705099388957024,0.03339258283376695,0.1944087579846382,True,True,5,0.49040356278419495,0.6340043544769287,,,,,,
