kind,lang,source_token,source_query_text,qid,wikidata_label,wikidata_aliases_json,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
entity,ca,"""James Pain and George Richard Pain,""","James Pain and George Richard Pain,",,,[],"James Pain i George Richard Pain,","James Pain i George Richard Pain,","James Pain i George Richard Pain,",0.9,1.0,1.0,1.0,1.0,1.0,1.0,"James Pain i George Richard Pain,","James Pain i George Richard Pain,",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9776467084884644,0.9776467084884644,0.9776467084884644,nllb,no,no,no,"James_Pain_i_George_Richard_Pain,"
entity,ca,"""January 2009""",January 2009,Q237237,Gener del 2009,[],Janvier de 2009,Gener de 2009,Gener de 2009,0.9,0.7857,0.7857,1.0,0.0,0.0,1.0,Gener de 2009,Gener del 2009,wikidata_label,2026-02-28T19:55:21,0.90889710187912,0.7613013982772827,0.7613013982772827,,fr,nl,nl,Gener_del_2009
entity,ca,"""January, 2014""","January, 2014",,,[],"Janvier, 2014","Gener, 2014",Gener de 2014,0.9,0.0,0.6154,0.0,0.0,0.0,0.0,"Janvier, 2014","Janvier, 2014",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.862468957901001,,0.7714309096336365,nllb,sv,en,nl,"Janvier,_2014"
entity,ca,"""Jepson Way,""","Jepson Way,",,,[],"Jepson Way,","Jepson Way,","Jepson Way,",0.9,1.0,1.0,1.0,1.0,1.0,1.0,"Jepson Way,","Jepson Way,",mt_vote,2026-02-28T19:55:22,,,,,en,en,en,"Jepson_Way,"
entity,ca,"""Joden , Godenzonen""","Joden , Godenzonen",,,[],"Joden , Godenzonen","Jueus, fills de Déu.","Joden, Godenzonen",0.9,0.2632,0.9714,0.3243,0.0,1.0,0.0,"Joden , Godenzonen","Joden , Godenzonen",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0000001192092896,0.7021620273590088,0.9791410565376282,nllb,de,fr,de,"Joden_,_Godenzonen"
entity,ca,"""John Aman""",John Aman,,,[],John Aman,John Aman,John Aman,0.9,1.0,1.0,1.0,1.0,1.0,1.0,John Aman,John Aman,mt_vote,2026-02-28T19:55:24,,,,,en,en,en,John_Aman
entity,ca,"""Jon Valor""",Jon Valor,,,[],Jon Valor,Jon Valor,Jon Valor,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Jon Valor,Jon Valor,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0,1.0,1.0,nllb,es,es,es,Jon_Valor
entity,ca,"""June 1981""",June 1981,Q6312030,,[],Juny de 1981,Juny de 1981,Juny de 1981,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Juny de 1981,Juny de 1981,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9183498620986938,0.9183498620986938,0.9183498620986938,nllb,es,es,es,Juny_de_1981
entity,ca,"""KABI""",KABI,Q53953438,Kabi,[],KABI,KABIConstellation name (optional),KABI,0.9,0.0,0.0,0.0,0.0,0.0,0.0,KABI,Kabi,wikidata_label,2026-02-28T19:55:26,,0.8171215057373047,,,en,nl,en,Kabi
entity,ca,"""KACY""",KACY,Q63968018,,[],KACY,KACYConstellation name (optional),KACY,0.9,0.2162,1.0,0.2162,0.0,1.0,0.0,KACY,KACY,mt_vote,2026-02-28T19:55:27,,,,,en,en,en,KACY
entity,ca,"""Kellamergh Park""",Kellamergh Park,,,[],Kellamergh Park,Parc de Kellamergh,Kellamergh Park,0.9,0.6061,1.0,0.6061,0.0,1.0,0.0,Kellamergh Park,Kellamergh Park,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0000001192092896,0.9447619318962096,1.0000001192092896,salamandra,it,es,it,Kellamergh_Park
entity,ca,"""Kelvin Mao""",Kelvin Mao,,,[],Kelvin Mao,Kelvin Mao,Kelvin Mao,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Kelvin Mao,Kelvin Mao,mt_vote,2026-02-28T19:55:28,,,,,en,en,en,Kelvin_Mao
entity,ca,"""Kheria Air Force Station""",Kheria Air Force Station,,,[],Estació de la Força Aèria de Kheria,Estació de la Força Aèria de Kheria,Estació de la Força Aèria Kheria,0.9,1.0,0.9552,0.9552,1.0,1.0,1.0,Estació de la Força Aèria de Kheria,Estació de la Força Aèria de Kheria,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9432568550109864,0.9432568550109864,0.9426597356796264,nllb,ca,ca,ca,Estació_de_la_Força_Aèria_de_Kheria
entity,ca,"""Knightsbridge, London""","Knightsbridge, London",,,[],"Knightsbridge, Londres","Knightsbridge, Londres","Knightsbridge, Londres",0.9,1.0,1.0,1.0,1.0,1.0,1.0,"Knightsbridge, Londres","Knightsbridge, Londres",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.988763988018036,0.988763988018036,0.988763988018036,nllb,da,da,da,"Knightsbridge,_Londres"
entity,ca,"""Kuttikkattoor""",Kuttikkattoor,Q6448594,,[],Kuttikkattoor,Catàlegs,Kuttikkattoor,0.9,0.1905,1.0,0.1905,0.0,1.0,0.0,Kuttikkattoor,Kuttikkattoor,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0000001192092896,0.6132209300994873,1.0000001192092896,salamandra,mt,ca,mt,Kuttikkattoor
entity,ca,"""Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil""","Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil",,,[],"Kway teow, llit de carn de vaca, gula Melaka, fesols negres tallats, secs, agulles, salsa de soja fosca, lengkuas, salsa d'ostre, salsa de soja, piment i oli de sésam","Kway teow, lombo de vedella tendra, gula Melaka, mongetes negres tallades i assecades, all, salsa de soja fosca, lengkuas, salsa d'ostres, salsa de soja, pebre vermell i oli de sèsam","Kway teow, llom tendre de vedella, gula Melaka, fesols negres tallats i secs, all, salsa de soja fosca, lengkuas, salsa d'ostres, salsa de soja, xili i oli de sèsam",0.9,0.8046,0.8848,0.8555,0.0,0.0,0.0,"Kway teow, llit de carn de vaca, gula Melaka, fesols negres tallats, secs, agulles, salsa de soja fosca, lengkuas, salsa d'ostre, salsa de soja, piment i oli de sésam","Kway teow, llit de carn de vaca, gula Melaka, fesols negres tallats, secs, agulles, salsa de soja fosca, lengkuas, salsa d'ostre, salsa de soja, piment i oli de sésam",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.894988477230072,0.8647127151489258,0.8648566603660583,nllb,ca,ca,ca,"Kway_teow,_llit_de_carn_de_vaca,_gula_Melaka,_fesols_negres_tallats,_secs,_agulles,_salsa_de_soja_fosca,_lengkuas,_salsa_d'ostre,_salsa_de_soja,_piment_i_oli_de_sésam"
entity,ca,"""Lalbhai Dalpatbhai Campus, near CEPT University, opp. Gujarat University, University Road""","Lalbhai Dalpatbhai Campus, near CEPT University, opp. Gujarat University, University Road",,,[],"Lalbhai Dalpatbhai Campus, prop de la CEPT University, op. Gujarat University, University Road","Campus de Lalbhai Dalpatbhai, prop de la Universitat CEPT, Universitat de Gujarat, Carrer de la Universitat","Campus Lalbhai Dalpatbhai, a prop de la Universitat CEPT, oposat a la Universitat de Gujarat, University Road",0.9,0.597,0.7094,0.8333,0.0,0.0,0.0,"Lalbhai Dalpatbhai Campus, prop de la CEPT University, op. Gujarat University, University Road","Lalbhai Dalpatbhai Campus, prop de la CEPT University, op. Gujarat University, University Road",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.980324387550354,0.9602625370025636,0.923358917236328,nllb,oc,ca,ca,"Lalbhai_Dalpatbhai_Campus,_prop_de_la_CEPT_University,_op._Gujarat_University,_University_Road"
entity,ca,"""Lambien""",Lambien,,,[],Lambien,Lambiencameroon_ departments. kgm,Lambien,0.9,0.35,1.0,0.35,0.0,1.0,0.0,Lambien,Lambien,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0,0.6416378021240234,1.0,salamandra,es,es,es,Lambien
entity,ca,"""Larry Bolatinsky""",Larry Bolatinsky,,,[],Larry Bolatinsky,Larry Bolatinsky,Larry Bolatinsky,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Larry Bolatinsky,Larry Bolatinsky,mt_vote,2026-02-28T19:55:36,,,,,en,en,en,Larry_Bolatinsky
entity,ca,"""Lega Pro/A""",Lega Pro/A,,,[],Lega Pro/A,Lliga Pro/A,Lega Pro/A,0.9,0.8571,1.0,0.8571,0.0,1.0,0.0,Lega Pro/A,Lega Pro/A,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0,0.8306909203529358,1.0,salamandra,sl,cy,sl,Lega_Pro/A
entity,ca,"""Legion of Merit ribbon.svg""",Legion of Merit ribbon.svg,,,[],Línia de la Legió del Mérit.svg,Legion of Merit ribbon. svg,Legion of Merit ribbon.svg,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Línia de la Legió del Mérit.svg,Línia de la Legió del Mérit.svg,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.7634549140930176,,,nllb,ca,en,en,Línia_de_la_Legió_del_Mérit.svg
entity,ca,"""Lieutenant Governor of Texas""",Lieutenant Governor of Texas,Q639115,Tinent Governador de Texas,[],Vicegovernador de Texas,Tinent Governador de Texas,Tinent Governador de Texas,0.9,0.8571,0.8571,1.0,0.0,0.0,1.0,Tinent Governador de Texas,Tinent Governador de Texas,wikidata_label,2026-02-28T19:55:38,0.8753837943077087,0.8635212779045105,0.8635212779045105,,gl,es,es,Tinent_Governador_de_Texas
entity,ca,"""Livorno Calcio S.p.A.""",Livorno Calcio S.p.A.,,,[],Livorno Calcio S.p.A.,Livorno Calcio S.p.A. (italià),Livorno Calcio S.p.A.,0.9,0.8235,1.0,0.8235,0.0,1.0,0.0,Livorno Calcio S.p.A.,Livorno Calcio S.p.A.,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0,0.9677867889404296,1.0,salamandra,it,it,it,Livorno_Calcio_S.p.A.
entity,ca,"""Livorno, Italy""","Livorno, Italy",,,[],"Livorno, Itàlia","Livorno, Itàliaitalyprovince. kgm","Liorna, Itàlia",0.9,0.625,0.8966,0.5532,0.0,0.0,0.0,"Livorno, Itàlia","Livorno, Itàlia",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9838242530822754,0.9248988628387452,0.8517487645149231,nllb,it,it,ca,"Livorno,_Itàlia"
entity,ca,"""Los Angeles Rams""",Los Angeles Rams,Q337377,Los Angeles Rams,"[""L.A. Rams"", ""St. Louis Rams"", ""Cleveland Rams""]",Los Angeles Rams,Los Angelesusa. kgm,Los Angeles Rams,0.9,0.7429,1.0,0.6857,0.0,1.0,0.0,Los Angeles Rams,Los Angeles Rams,wikidata_label,2026-02-28T19:55:41,1.0,0.6391683220863342,1.0,,es,es,es,Los_Angeles_Rams
entity,ca,"""Lucky Ajax""",Lucky Ajax,,,[],L'Ajax afortunat,Lucky Ajax,Lucky Ajax,0.9,0.0,0.0,1.0,0.0,0.0,1.0,Lucky Ajax,Lucky Ajax,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,,1.0,1.0,madlad,en,cs,cs,Lucky_Ajax
entity,ca,"""MAT""",MAT,Q42311104,Mat,[],MAT,MATConstellation name (optional),MAT,0.9,0.0,0.0,0.0,0.0,0.0,0.0,MAT,Mat,wikidata_label,2026-02-28T19:55:42,,0.7723155617713928,,,en,nl,en,Mat
entity,ca,"""Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas""","Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas",,,[],"Madrid, Paracuellos de Jarama, San Sebastián de los Reyes i Alcobendas","Madrid, Paracuellos de Jarama, San Sebastián de los Reyes i Alcobendas","Madrid, Paracuellos de Jarama, San Sebastián de los Reyes i Alcobendas",0.9,1.0,1.0,1.0,1.0,1.0,1.0,"Madrid, Paracuellos de Jarama, San Sebastián de los Reyes i Alcobendas","Madrid, Paracuellos de Jarama, San Sebastián de los Reyes i Alcobendas",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.974879026412964,0.974879026412964,0.974879026412964,nllb,es,es,es,"Madrid,_Paracuellos_de_Jarama,_San_Sebastián_de_los_Reyes_i_Alcobendas"
entity,ca,"""Main course""",Main course,Q772630,plat principal,[],Plat principal,Plat principal,Plat principal,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Plat principal,plat principal,wikidata_label,2026-02-28T19:55:44,0.6817141771316528,0.6817141771316528,0.6817141771316528,,es,es,es,plat_principal
entity,ca,"""Maka-Diyos, Maka-Tao, Makakalikasan at Makabansa""","Maka-Diyos, Maka-Tao, Makakalikasan at Makabansa",Q25047907,"Maka-Diyos, Maka-Tao, Makakalikasan at Makabansa",[],"Maka-Diyos, Maka-Tao, Makakalikasan a Makabansa","Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu, Déu,","Maka-Diyos, Maka-Tao, Makakalikasan at Makabansa",0.9,0.068,0.9895,0.0676,0.0,1.0,0.0,"Maka-Diyos, Maka-Tao, Makakalikasan a Makabansa","Maka-Diyos, Maka-Tao, Makakalikasan at Makabansa",wikidata_label,2026-02-28T19:55:47,0.9548591375350952,0.6437172889709473,1.0,,tl,fr,tl,"Maka-Diyos,_Maka-Tao,_Makakalikasan_at_Makabansa"
entity,ca,"""Mark Desmond""",Mark Desmond,,,[],Mark Desmond,Mark Desmond,Mark Desmond,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Mark Desmond,Mark Desmond,mt_vote,2026-02-28T19:55:47,,,,,en,en,en,Mark_Desmond
entity,ca,"""Maryland""",Maryland,Q1391,Maryland,[],Maryland,Marylandusa. kgm,Maryland,0.9,0.6667,1.0,0.6667,0.0,1.0,0.0,Maryland,Maryland,wikidata_label,2026-02-28T19:55:49,,,,,en,en,en,Maryland
entity,ca,"""Massachusetts Institute of Technology, Sc.D. 1963""","Massachusetts Institute of Technology, Sc.D. 1963",,,[],"Institut de Tecnologia de Massachusetts, Sc.D. 1963","Institut d'Estudis Catalans, 1963.","Massachusetts Institute of Technology, Sc.D. 1963",0.9,0.4941,0.0,0.0,0.0,0.0,0.0,"Institut de Tecnologia de Massachusetts, Sc.D. 1963","Institut de Tecnologia de Massachusetts, Sc.D. 1963",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9245208501815796,0.715308427810669,,nllb,ca,ca,en,"Institut_de_Tecnologia_de_Massachusetts,_Sc.D._1963"
entity,ca,"""Matchstik, Match, Allan, Forrester, Alan, Foster, Forest Matchstick, Matchstix, Allen Forrest""","Matchstik, Match, Allan, Forrester, Alan, Foster, Forest Matchstick, Matchstix, Allen Forrest",,,[],"Matchstik, Match, Allan, Forrester, Alan, Foster, Forest Matchstick, Matchstix, Allen Forrest","Matchstik, Match, Allan, Forrester, Alan, Foster, Forest Matchstick, Matchstix, Allen Forrest","Matchestik, Match, Allan, Forrester, Alan, Foster, Forest Matchstick, Matchstix, Allen Forrest",0.9,1.0,0.9947,0.9947,1.0,1.0,1.0,"Matchstik, Match, Allan, Forrester, Alan, Foster, Forest Matchstick, Matchstix, Allen Forrest","Matchstik, Match, Allan, Forrester, Alan, Foster, Forest Matchstick, Matchstix, Allen Forrest",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0000001192092896,1.0000001192092896,0.9988670349121094,nllb,de,de,de,"Matchstik,_Match,_Allan,_Forrester,_Alan,_Foster,_Forest_Matchstick,_Matchstix,_Allen_Forrest"
entity,ca,"""May 1950 - August 1956""",May 1950 - August 1956,,,[],Maig de 1950 a agost de 1956,Maig 1950 - agost 1956,Maig 1950 - agost 1956,0.9,0.84,0.84,1.0,0.0,0.0,1.0,Maig 1950 - agost 1956,Maig 1950 - agost 1956,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.91952383518219,0.9244562983512878,0.9244562983512878,madlad,ca,de,de,Maig_1950_-_agost_1956
entity,ca,"""Mayor of Vigo""",Mayor of Vigo,Q26700917,alcalde de Vigo,[],Alcalde de Vigo,Alcalde de Vigo,Alcalde de Vigo,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Alcalde de Vigo,alcalde de Vigo,wikidata_label,2026-02-28T19:55:53,0.9698233008384703,0.9698233008384703,0.9698233008384703,,nl,nl,nl,alcalde_de_Vigo
entity,ca,"""Medium expendable launch system""",Medium expendable launch system,,,[],Sistema de llançament disposable mitjà,Sistema de llançament expendable mitjà,Medium expendable launch system,0.9,0.8684,0.0,0.0,0.0,0.0,0.0,Sistema de llançament expendable mitjà,Sistema de llançament expendable mitjà,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.7946929931640625,0.8859055638313293,,madlad,ca,ca,en,Sistema_de_llançament_expendable_mitjà
entity,ca,"""Member of the Congress of Deputies""",Member of the Congress of Deputies,Q18171345,diputat al Congrés dels Diputats,"[""diputat del Congrés dels Diputats d'Espanya""]",Membre del Congrés dels Diputats,Membre del Congrés dels Diputats,Membre del Congrés dels Diputats,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Membre del Congrés dels Diputats,diputat al Congrés dels Diputats,wikidata_label,2026-02-28T19:55:55,0.8925511837005615,0.8925511837005615,0.8925511837005615,,ca,ca,ca,diputat_al_Congrés_dels_Diputats
entity,ca,"""Member of the Connecticut Senate from the 26th District""",Member of the Connecticut Senate from the 26th District,,,[],Membre del Senat de Connecticut pel 26è districte,Membre del Senat de Connecticut pel Districte 26,Membre del Senat de Connecticut del 26è districte,0.9,0.9278,0.9796,0.9072,1.0,1.0,1.0,Membre del Senat de Connecticut del 26è districte,Membre del Senat de Connecticut del 26è districte,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9671021699905396,0.9687660336494446,0.9778701663017272,salamandra,ca,ca,ca,Membre_del_Senat_de_Connecticut_del_26è_districte
entity,ca,"""Member of the Hellenic Parliament""",Member of the Hellenic Parliament,Q18915989,diputat al Parlament Hel·lènic,"[""parlamentari grec"", ""membre del Parlament Grec""]",Membre del Parlament de Grècia,Membre del Parlament Helènic,Membre del parlament grec,0.9,0.8276,0.8727,0.8679,0.0,0.0,0.0,Membre del parlament grec,diputat al Parlament Hel·lènic,wikidata_label,2026-02-28T19:55:56,0.9594779014587402,0.911787450313568,0.9446024894714355,,oc,ca,ca,diputat_al_Parlament_Hel·lènic
entity,ca,"""Member of the House of Representatives""",Member of the House of Representatives,Q18002923,membre de la Cambra de Representants de les Filipines,[],Membre de la Cambra de Representants,Membre de la Cambra de Representants,Membre de la Cambra de Representants,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Membre de la Cambra de Representants,membre de la Cambra de Representants de les Filipines,wikidata_label,2026-02-28T19:55:57,0.8347123861312866,0.8347123861312866,0.8347123861312866,,es,es,es,membre_de_la_Cambra_de_Representants_de_les_Filipines
entity,ca,"""Member of the Senate""",Member of the Senate,,,[],Membre del Senat,Membre del Senat,Membre del Senat,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Membre del Senat,Membre del Senat,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9546924233436584,0.9546924233436584,0.9546924233436584,nllb,it,it,it,Membre_del_Senat
entity,ca,"""Member of the Texas State Senate from District 4 (Port Arthur)""",Member of the Texas State Senate from District 4 (Port Arthur),,,[],Membre del Senat de l'Estat de Texas del Districte 4 (Port Arthur),Membre del Senat de l'Estat de Texas pel Districte 4 (Port Arthur),Membre del Senat de l'Estat de Texas del Districte 4 (Port Arthur),0.9,0.9848,1.0,0.9848,1.0,1.0,1.0,Membre del Senat de l'Estat de Texas del Districte 4 (Port Arthur),Membre del Senat de l'Estat de Texas del Districte 4 (Port Arthur),mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9710022211074828,0.964908480644226,0.9710022211074828,nllb,ca,ca,ca,Membre_del_Senat_de_l'Estat_de_Texas_del_Districte_4_(Port_Arthur)
entity,ca,"""Member of the U.S. House of Representatives from Connecticut's 4th district""",Member of the U.S. House of Representatives from Connecticut's 4th district,,,[],Membre de la Cambra de Representants dels Estats Units del 4è districte de Connecticut,Membre de la Cambra de Representants dels Estats Units pel quart districte de Connecticut,Membre de la Cambra de Representants dels EUA del 4t districte de Connecticut,0.9,0.9486,0.9202,0.8916,1.0,1.0,0.0,Membre de la Cambra de Representants dels Estats Units del 4è districte de Connecticut,Membre de la Cambra de Representants dels Estats Units del 4è districte de Connecticut,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.952842891216278,0.939694046974182,0.9501872062683104,nllb,ca,ca,ca,Membre_de_la_Cambra_de_Representants_dels_Estats_Units_del_4è_districte_de_Connecticut
entity,ca,"""Meringue, ice cream, sponge cake or Christmas pudding""","Meringue, ice cream, sponge cake or Christmas pudding",,,[],"Merengue, gelat, pastís d'esponja o puding de Nadal","Merengue, gelat, pastís de bolets o pudín de Nadal.","Meringue, gelat, pa de pessic o púding de Nadal",0.9,0.8431,0.7959,0.7959,0.0,0.0,0.0,"Merengue, gelat, pastís d'esponja o puding de Nadal","Merengue, gelat, pastís d'esponja o puding de Nadal",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.8641860485076904,0.7892548441886902,0.8086960315704346,nllb,ca,ca,ca,"Merengue,_gelat,_pastís_d'esponja_o_puding_de_Nadal"
entity,ca,"""Metapán, El Salvador""","Metapán, El Salvador",,,[],"Metapán, El Salvador",Metapánel_ salvador. kgm,"Metapán, El Salvador",0.9,0.8182,1.0,0.8182,0.0,1.0,0.0,"Metapán, El Salvador","Metapán, El Salvador",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,1.0,0.7759337425231934,1.0,salamandra,es,es,es,"Metapán,_El_Salvador"
entity,ca,"""Mexico""",Mexico,Q96,Mèxic,"[""Estats Units Mexicans"", ""República mexicana"", ""Territori mexicà"", ""República mexicà"", ""República Mexicana"", ""Estats Units de Mèxic""]",Mèxic,Mèxicworld. kgm,Mèxic,0.9,0.5,1.0,0.5,0.0,1.0,0.0,Mèxic,Mèxic,wikidata_label,2026-02-28T19:56:03,0.8292601704597473,0.7177919149398804,0.8292601704597473,,oc,oc,oc,Mèxic
entity,ca,"""Michael Manley""",Michael Manley,Q365395,Norman Michael Manley,[],Michael Manley,Michael Manley,Michael Manley,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Michael Manley,Norman Michael Manley,wikidata_label,2026-02-28T19:56:04,1.0,1.0,1.0,,de,de,de,Norman_Michael_Manley
entity,ca,"""Mid-size luxury / Executive car""",Mid-size luxury / Executive car,,,[],Automòbil de luxe de mida mitjana / executiu,Cotxe de luxe de mida mitjana / Executiu,Luxe de mida mitjana / cotxe executiu,0.9,0.8571,0.7654,0.8052,0.0,0.0,0.0,Automòbil de luxe de mida mitjana / executiu,Automòbil de luxe de mida mitjana / executiu,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.8522781133651733,0.8512812256813049,0.846703052520752,nllb,ca,ca,ca,Automòbil_de_luxe_de_mida_mitjana_/_executiu
entity,ca,"""Minister for Health""",Minister for Health,Q6865857,ministre de Salut d'Austràlia,[],Ministre de Salut,Ministre de Salut,Ministra de Salut,0.9,1.0,0.9412,0.9412,1.0,1.0,1.0,Ministre de Salut,ministre de Salut d'Austràlia,wikidata_label,2026-02-28T19:56:06,0.9063775539398192,0.9063775539398192,0.8820425868034363,,fr,fr,es,ministre_de_Salut_d'Austràlia
entity,ca,"""Minister of Transport""",Minister of Transport,Q110471598,,[],Ministre de Transport,Ministre de Transports,Ministre de Transport,0.9,0.9767,1.0,0.9767,1.0,1.0,1.0,Ministre de Transport,Ministre de Transport,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9558355808258056,0.9492380023002625,0.9558355808258056,nllb,fr,fr,fr,Ministre_de_Transport
entity,ca,"""Moscow, Russia""","Moscow, Russia",,,[],"Moscou, Rússia","Moscou, Rússia","Moscou, Rússia",0.9,1.0,1.0,1.0,1.0,1.0,1.0,"Moscou, Rússia","Moscou, Rússia",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9854217767715454,0.9854217767715454,0.9854217767715454,nllb,ga,ga,ga,"Moscou,_Rússia"
entity,ca,"""NWC, M.A. 1957""","NWC, M.A. 1957",,,[],"NWC, M.A. 1957","NWC, M.A. 1957","NWC, MA 1957",0.9,1.0,0.9231,0.9231,1.0,1.0,1.0,"NWC, M.A. 1957","NWC, M.A. 1957",mt_vote,2026-02-28T19:56:08,,,,,en,en,en,"NWC,_M.A._1957"
entity,ca,"""Nationwide in Indonesia, also popular in neighboring Southeast Asian countries""","Nationwide in Indonesia, also popular in neighboring Southeast Asian countries",,,[],"A tot el país d'Indonèsia, també popular en els països veïns del sud-est asiàtic","A tot el país d'Indonèsia, també popular als països veïns del sud-est asiàtic","Nacional a Indonèsia, també popular als països veïns del sud-est asiàtic",0.9,0.9682,0.8158,0.8456,1.0,0.0,0.0,"A tot el país d'Indonèsia, també popular als països veïns del sud-est asiàtic","A tot el país d'Indonèsia, també popular als països veïns del sud-est asiàtic",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.8964245319366455,0.8975878953933716,0.9020150899887084,madlad,ca,ca,ca,"A_tot_el_país_d'Indonèsia,_també_popular_als_països_veïns_del_sud-est_asiàtic"
entity,ca,"""Nationwide in Indonesia, but more specific to Java""","Nationwide in Indonesia, but more specific to Java",,,[],"A tot el país d'Indonèsia, però més específicament a Java","Nacional a Indonèsia, però més específic a Java","Nacional a Indonèsia, però més específic a Java",0.9,0.7308,0.7308,1.0,0.0,0.0,1.0,"Nacional a Indonèsia, però més específic a Java","Nacional a Indonèsia, però més específic a Java",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9173791408538818,0.8896666765213013,0.8896666765213013,madlad,ca,ca,ca,"Nacional_a_Indonèsia,_però_més_específic_a_Java"
entity,ca,"""Nationwide in Singapore and Indonesia""",Nationwide in Singapore and Indonesia,,,[],A tot el país a Singapur i Indonèsia,A nivell nacional a Singapur i Indonèsia,Nacionalment a Singapur i Indonèsia,0.9,0.7632,0.7042,0.8267,0.0,0.0,0.0,A tot el país a Singapur i Indonèsia,A tot el país a Singapur i Indonèsia,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.9274733066558838,0.8561340570449829,0.868166446685791,nllb,ca,ca,ca,A_tot_el_país_a_Singapur_i_Indonèsia
entity,ca,"""Nationwide, also can be found in Malaysia and Singapore""","Nationwide, also can be found in Malaysia and Singapore",,,[],"A nivell nacional, també es pot trobar a Malàisia i Singapur","A nivell nacional, també es pot trobar a Malàisia i Singapur","Nacional, també es pot trobar a Malàisia i Singapur",0.9,1.0,0.9189,0.9189,1.0,1.0,1.0,"A nivell nacional, també es pot trobar a Malàisia i Singapur","A nivell nacional, també es pot trobar a Malàisia i Singapur",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:34,0.8798408508300781,0.8798408508300781,0.8317047953605652,nllb,ca,ca,ca,"A_nivell_nacional,_també_es_pot_trobar_a_Malàisia_i_Singapur"
